2933.21,1300.37,1263.97,1116.85,1079.68,502.705,942.039,866.053,859.69,840.578,502.705,2888.48,705.645,647.193,502.705,1656.11,1597.83,1574.41,1450.39,1414.62,1378.71,1342.64
43.23,42.51,2155.51,205.186,0,129.298,66.4448,0,233.235,48.286,106.899,89.4937,0,1344.25,199.857,25.1823,1.4916e-08,550.916,241.962,0,181.711,0,0,415.419
43.23,43.51,2078.71,575.009,9.53537,21.6453,34.731,0,82.5872,204.741,0,0.000359954,0,897.906,134.117,59.7407,0,211.925,157.419,261.495,160.138,0,0,82.5296
43.23,44.51,1616.12,496.373,1.45548,101.179,0,0,107.892,2.86819,78.1395,125.068,0,824.029,116.736,0,0,286.237,38.2322,164.493,330.238,0,0,76.5059
43.23,45.51,1864.31,69.3026,0,55.9575,1.7886e-06,0,149.828,0,47.8188,75.5196,0,950.195,80.8873,0,0,385.078,0.670717,13.3593,38.6986,106.665,37.384,0
43.23,46.51,1339.12,479.964,0.000713907,67.8025,35.7295,2.34682e-08,150.883,1.84729,100.797,71.0889,0,726.534,200.543,84.8098,0.0102818,272.128,5.38547,120.825,0,2.2993,0,0
43.23,47.51,1214.51,222.072,77.9405,73.0351,1.38378e-06,0,70.8406,117.562,32.6484,0.000199561,0,552.942,99.8317,0,0,183.649,2.36944,190.692,152.646,0,0,159.198
43.23,48.51,1351.51,247.847,193.4,120.042,0,0,112.327,52.6326,31.4206,0,0,998.088,96.6415,0,0,219.437,0,198.707,228.476,0,51.4962,0
43.23,49.51,1428.6,309.856,65.1387,111.659,0,0,89.0989,0,0,122.753,0,997.808,131.366,24.6796,0,194.938,36.6308,113.277,250.12,0.0167497,0.0307541,117.525
43.23,50.51,1456.16,272.094,0,169.527,2.90161e-06,0,102.038,53.2126,0,106.036,0,833.42,80.1028,0,0,206.806,0,171.794,323.574,0,0,174.284
43.23,51.51,1873.39,398.372,7.86574e-08,122.557,0,0,116.607,41.7222,85.4266,0,0,759.388,130.299,69.9203,0,255.194,2.80383,187.386,323.979,2.03357e-06,8.09112e-17,89.6481
43.23,52.51,1701.65,291.573,241.409,127.391,5.12678,0,128.181,0,59.1643,99.521,0,883.45,65.2776,43.9342,0,280.67,0.389251,253.937,343.613,16.0387,42.7152,45.3339
43.23,53.51,2014.41,12.7652,94.4284,16.7543,11.9497,0,152.01,37.6337,6.11744e-06,0.000224203,0,766.341,154.224,0,0,353.473,53.3731,274.105,294.833,0,0,417.44
43.23,54.51,2340.79,5.30794e-07,215.742,6.10617,0,0.170827,0.0850393,20.9183,65.1459,49.8975,0,734.73,222.423,43.6906,0,304.453,180.083,231.219,306.127,0,0,367.641
43.23,55.51,2470.13,454.443,0,65.0071,65.3905,0,112.25,0.000265868,7.58682,39.6437,0,729.758,70.7505,80.0716,4.82338e-08,449.657,224.868,0,276.669,8.06386e-06,171.747,15.1963
43.23,56.51,2518.57,275.242,247.68,134.946,52.9595,0,52.6762,0,97.5599,0,0,1032.82,127.433,32.4853,1.29414,359.774,5.17664,287.434,453.578,95.8553,80.865,155.852
43.23,57.51,2550.02,173.838,284.619,77.6779,2.38414e-06,0,136.749,11.2416,0,42.3634,0,864.834,75.6768,89.0866,0,138.962,67.2399,262.736,205.16,227.598,121.609,74.3309
43.23,58.51,2431.91,0,408.6,64.977,42.1416,0,130.712,0,182.793,94.4985,0,809.072,156.341,4.44828,0.620215,308.38,0.935282,201.098,385.729,4.69949e-05,0,236.578
43.23,59.51,2682.36,367.973,272.251,40.5996,90.1347,0,83.5927,155.946,20.2506,12.7234,3.72878e-10,650.55,121.37,202.406,0.195513,272.141,0,369.923,429.659,38.5687,0,151.556
43.23,60.51,2638.09,276.258,249.215,38.4779,14.7759,4.17628e-08,153.368,0,0,165.793,0,864.466,200.675,2.0222e-07,1.7634,297.074,101.468,4.08655,291.059,313.132,0.673731,104.467
43.23,61.51,2309.08,359.115,177.091,114.92,108.25,0,237.392,0,148.076,171.659,0,723.785,61.7588,133.401,0,361.725,15.9228,135.203,502.024,0,0,3.1442e-06
43.23,62.51,2634.89,347.017,88.3053,9.11857,23.137,0,140.208,175.857,149.972,0,0,418.514,1.93176e-06,119.573,0,405.282,0,267.177,382.95,0,45.2996,185.544
43.23,63.51,2322.03,433.233,0,41.4271,2.22712,0,167.376,0,174.123,0,0.7777,751.468,71.6814,41.147,0,310.504,215.639,0,336.958,0,50.4612,0
43.23,64.51,2494.66,241.088,169.357,60.7992,0,0,81.1806,45.6743,0,0.00018691,2.04865e-14,516.75,209.91,3.30386,0,263.746,8.56775,167.249,408.394,0,0,0
43.23,65.51,2207.17,238.111,269.211,63.7784,0,0,147.803,0,197.542,0,0,742.522,124.727,0,0,415.519,2.73502e-06,201.649,417.679,0,0,197.704
43.23,66.51,2204.19,196.757,490.801,46.5637,61.573,0,0.0737787,0,16.3092,0,0,991.141,94.9677,17.4096,0,210.91,47.6143,467.88,451.36,5.18516e-06,0,61.364
44.23,42.51,2163.64,155.447,246.338,55.4318,1.60872e-06,0,215.815,31.244,9.86587,73.1648,0,525.519,120.195,42.0412,0,285.97,184.881,0,409.151,0,0,202.648
44.23,43.51,1807.13,271.514,96.8785,63.9058,0.0694506,0.000476687,101.798,0,63.863,1.67083,0,601.865,80.3745,40.4974,3.32026e-05,288.79,29.5794,190.34,300.697,100.043,0.0676477,128.73
44.23,44.51,1548.63,236.064,28.7711,33.6674,13.1322,0,69.1696,72.3379,48.8287,2.88311e-05,0,543.766,30.2651,49.9456,0.00521036,196.39,19.3463,140.216,158.749,157.233,0,11.6126
44.23,45.51,1455.23,200.187,125.11,47.7679,1.25342,0,75.1329,0,0,61.675,0,530.45,77.684,0,2.64975e-21,199.25,0,114.908,249.073,52.2374,0.537522,0
44.23,46.51,1302.14,271.743,46.3717,127.186,6.91363,0,47.2388,21.1975,0,58.4687,4.69906e-09,489.649,80.7011,27.1829,0.00366662,186.945,116.596,71.651,208.247,0,0,111.695
44.23,47.51,1173.07,247.602,1.87433,67.3482,10.1547,0,54.4916,37.0417,71.9429,0,0.00274657,531.916,12.5662,94.0319,0.013461,262.548,0,108.862,244.916,0,0,137.403
44.23,48.51,1522.61,222.937,8.44846,84.8015,2.86572e-06,0,85.3689,0,81.277,60.395,0.389791,442.641,0,99.6113,0,241.546,31.2621,46.5668,238.442,0,0,114.618
44.23,49.51,1666.09,148.648,5.0903,55.648,59.5441,0,77.1646,0,0,40.1432,0,462.834,50.2511,25.4529,0,249.816,185.411,100.107,209.122,3.15015e-06,0,53.7724
44.23,50.51,1767.76,71.0569,188.536,85.0928,19.3653,0,40.3868,5.18623e-07,0,180.372,0.0617879,524.836,34.1775,55.1818,3.42529,181.965,65.0864,108.968,192.763,0,83.1992,133.667
44.23,51.51,1482.26,303.709,12.4604,48.0445,18.5735,4.46272e-11,63.4879,0,0,127.9,0,1007.93,126.583,10.4852,0,205.817,45.9114,282.925,356.813,0,0,281.754
44.23,52.51,2107.86,134.994,220.838,49.1211,44.1051,0,42.3901,0,0,83.4502,0,802.12,48.1054,72.7232,0,291.55,4.40592,142.555,354.335,0,0,162.149
44.23,53.51,2013.34,156.791,169.428,78.1205,64.0537,0,59.479,0,0,144.566,1.63924,652.924,0,108.999,0.0656785,360.511,2.289e-05,254.457,164.493,0.000219551,181.547,31.1429
44.23,54.51,2388.19,327.215,178.633,15.4945,83.0721,0,86.3288,0,188.766,0,0,665.092,90.0658,7.70792,2.15832e-09,322.314,0,358.615,450.508,0,107.949,135.264
44.23,55.51,2480.82,308.356,273.288,31.6585,77.7533,0.0271859,87.9047,0,0,117.084,0,724.945,63.7043,32.8341,0,239.698,2.79569,174.14,446.116,114.318,9.42752e-06,3.08433
44.23,56.51,2478.84,0,196.152,94.7468,49.5041,0.000246375,6.12866,12.7418,100.978,0,0,427.222,76.5386,53.6274,4.05456,311.284,205.319,0,409.798,0,6.01243,173.191
44.23,57.51,2550.59,243.736,175.698,24.2108,18.5905,0,75.5602,54.9785,1.36523e-06,66.5616,0,588.25,75.1597,109.431,0.345484,371.518,44.0168,177.406,505.593,8.70762,0,150.77
44.23,58.51,2542.57,320.052,294.756,88.324,36.5973,0,64.4128,29.03,136.035,12.1787,0,829.076,0,31.4509,0.302581,404.013,0,145.655,535.253,0,1.76025e-05,228.117
44.23,59.51,2754.1,224.474,269.65,162.113,0,0.278188,55.6583,0.00549667,0,202.223,0,679,128.862,34.223,0.51125,382.264,0,239.467,615.952,2.72169e-06,0,88.4388
44.23,60.51,2156.7,348.409,63.9857,65.8623,107.218,0,96.6812,0,100.123,0,0,1172.82,9.34594e-07,29.4961,0,274.063,314.071,37.1732,465.83,1.51502e-06,46.8459,146.196
44.23,61.51,2431.86,236.883,247.935,118.316,58.8864,0,117.573,128.804,0,54.9963,0,904.707,79.4329,58.8686,0.519316,315.22,158.32,155.931,432.054,107.474,11.839,194.385
44.23,62.51,2567.61,100.425,204.428,105.59,2.88709e-06,0,121.5,0,122.984,0,0.407428,737.253,108.618,41.0357,0.382442,270.875,274.079,0.945361,249,63.3744,110.128,238.412
44.23,63.51,2403.99,295.989,275.753,126.17,0,0,87.5771,50.704,0,104.977,0,390.327,147.86,34.4424,0.0057438,302.896,0,180.22,402.118,5.19891e-07,0,148.868
44.23,64.51,2397.01,267.877,180.701,89.1991,89.8771,0,50.8957,0,81.89,0,0,839.637,52.4688,50.8325,0.197924,246.912,0,195.99,380.528,3.91544,4.25656,166.904
44.23,65.51,2473.11,180.468,176.609,72.1433,14.2528,0,72.8929,36.546,30.8457,39.1485,0,893.213,46.4489,5.18396,7.34811e-21,265.501,2.31414e-05,165.508,370.144,0,0,210.052
44.23,66.51,2165.1,187.425,177.349,91.3453,4.86467e-06,0,100.797,1.40815,135.706,61.6038,0,728.322,135.686,0,0,321.22,168.071,0,193.318,0,49.98,229.385
45.23,42.51,1860.53,157.937,260.423,36.2611,41.1804,0,31.7525,56.9906,137.294,1.06145,0,680.874,72.2357,98.3512,0.693165,234.2,66.4575,186.576,275.706,2.30002e-06,190.098,55.3128
45.23,43.51,1881.33,319.213,0,8.18625,48.738,0,0,18.2986,4.8313e-07,205.192,0,594.044,11.6365,10.1541,0,272.791,94.987,120.975,167.148,42.712,5.94431e-06,150.612
45.23,44.51,1634.94,243.589,138.842,62.2181,0,0,57.5914,0,51.7254,25.6622,0,549.268,47.5385,28.5161,0.00792972,165.69,127.073,0,306.624,32.2178,85.3196,0
45.23,45.51,1608.53,3.44166e-06,215.079,35.4516,0,0,77.2067,0,43.5151,99.5044,0,293.131,59.5149,53.3481,0.530262,168.464,130.711,0,168.946,29.8068,0,83.6554
45.23,46.51,1029.4,83.7993,88.9591,22.8088,37.4331,0,68.5608,0,49.4405,3.21495e-25,0.175714,803.097,45.0424,6.43746e-07,0.00100588,194.835,114.897,78.9031,177.736,0,0,39.9306
45.23,47.51,1348.95,13.3463,90.3161,86.7533,1.32173e-06,0,53.1026,27.8228,95.4324,65.1056,0.0508455,482.761,13.1254,7.72179,0.0586392,175.174,118.253,2.08015,137.204,28.446,100.45,87.5652
45.23,48.51,1654.83,172.489,191.928,102.248,3.11666e-06,0,34.4812,83.3804,1.86944e-06,0,0,417.183,17.4484,0,0.0529942,140.293,124.428,0,332.308,31.9326,53.9144,53.3397
45.23,49.51,1721.51,188.447,64.1635,14.2656,85.7287,0,75.1082,0,79.9365,0.972039,0.9035,423.521,2.76362e-06,66.8362,1.80341,241.609,40.1768,69.143,278.044,29.2338,18.59,30.9135
45.23,50.51,1778.21,196.844,38.8594,66.8001,90.4708,0,83.7825,0,7.76752,51.0909,0,826.396,46.4907,46.1394,2.46359e-09,75.5047,237.367,0,365.942,9.93432,30.0053,233.909
45.23,51.51,1870.2,230.502,230.617,128.861,8.15008e-06,0,46.2626,97.1632,0,99.479,0,754.293,124.733,0,10.6807,253.728,217.93,22.8352,424.628,37.4158,20.9182,140.01
45.23,52.51,1910.97,127.258,198.268,141.235,27.3231,0,95.5273,0,1.33928,17.8719,0,675.829,90.8535,38.2652,0.692225,314.866,60.0703,0,429.916,1.29487e-07,33.9729,242.022
45.23,53.51,2186.83,165.311,189.195,47.4169,74.2376,0,51.3538,0,42.2732,83.4946,0,842.698,77.3915,49.8359,3.28371e-27,270.925,28.7729,121.52,343.434,6.22331,95.9958,138.755
45.23,54.51,2343.12,187.677,198.358,103.903,74.7929,0.240357,62.4753,57.1516,0,63.9888,0,476.439,94.2393,51.2741,0.00702731,275.87,0,166.342,418.853,0,28.4205,230.896
45.23,55.51,2352.45,211.457,310.795,202.061,5.80486e-07,0.00706332,56.2662,0,0,49.2097,0,644.024,60.4547,97.947,0.378736,216.117,256.45,0,488.873,19.1705,10.3355,189.842
45.23,56.51,2449.44,69.1877,334.612,69.6989,0,0.429002,42.9748,0,109.78,0,2.54927,549.198,1.64011e-05,78.5729,2.96785e-07,148.723,207.299,3.05622,405.095,0,0,228.277
45.23,57.51,2407.12,37.8196,139.125,136.825,2.49353e-06,0,74.3733,0,170.1,0,0,709.074,60.9715,70.2525,0.0021157,312.45,110.049,132.12,367.319,14.0908,86.8528,112.228
45.23,58.51,2532.68,255.617,162.607,71.4804,66.5534,7.60817e-06,0.575671,193.972,109.38,0,0,928.092,35.4066,56.5282,0.00603233,287.826,0,130.112,399.36,87.7105,0,143.546
45.23,59.51,2571.66,179.852,305.382,104.401,74.1223,0,100.762,33.4202,0,93.394,0,584.313,54.7393,32.8198,0.00103609,335.139,171.422,1.18856e-07,427.025,0,105.262,266.828
45.23,60.51,2618.5,215.431,129.486,50.1721,60.3717,0,76.7411,18.2122,82.3573,87.8128,0,881.207,101.943,76.3386,0.649971,305.236,141.726,0,390.299,0,0,170.341
45.23,61.51,2045.5,178.492,145.108,25.3758,85.3376,0,43.4556,4.27074,51.8617,93.5275,0,1375.6,34.0201,64.7826,3.74192,330.414,3.25649e-05,42.9562,322.891,1.65291,3.11366,128.829
45.23,62.51,2571.92,208.431,96.3061,110.062,42.3075,0,26.0763,0,0,131.764,2.13235e-05,576.565,80.3031,53.7711,0.65497,272.845,143.343,161.516,415.582,75.1871,65.806,180.308
45.23,63.51,2560.89,149.87,268.913,78.7076,28.0395,5.59383e-06,56.6551,0,67.2581,65.2162,0,877.563,50.5892,38.1654,0.456427,239.286,115.112,70.0768,446.875,0,80.0928,234.755
45.23,64.51,2720.78,245.312,244.266,49.5115,77.8118,0,18.766,0,41.0749,6.97141,0,813.336,75.0635,0,0.172546,273.661,133.065,0,425.101,43.2621,121.864,245.302
45.23,65.51,2326.21,278.093,134.808,29.3142,99.1504,0,78.1415,0,146.062,3.65468e-08,0,554.452,87.4739,126.906,1.03096,300.664,139.449,77.546,359.197,16.9833,25.7672,242.583
45.23,66.51,2396.26,146.305,180.253,125,5.0128e-07,0,105.49,0,0,21.6877,0.0148387,822.184,16.73,41.2284,5.98724e-09,248.271,0,41.8483,412.903,33.036,22.6376,151.081
46.23,42.51,1973.23,0,231.062,45.5401,70.1077,0,69.8598,81.0866,8.42798,0,0.0640018,452.067,1.94401,71.2234,0,250.358,0,137.585,423.292,106.312,1.19782e-05,4.06605e-06
46.23,43.51,1889.77,179.648,96.5979,14.8169,34.2611,0,52.0773,0,27.3024,50.8323,0,653.443,62.2742,0,2.77953,196.202,73.2414,71.0311,310.066,49.1988,0.259515,114.029
46.23,44.51,1747.62,154.045,94.0277,25.4605,0,0,21.5322,0,1.79877,47.8441,1.50026e-08,319.331,137.552,9.34564e-08,0.440771,195.152,0,190.919,419.686,0,34.525,134.992
46.23,45.51,1374.85,156.701,73.7342,4.72172,55.5037,0,13.48,1.37235,105.426,30.5263,0,791.864,41.8159,31.3061,0.978979,228.199,0,148.64,303.093,1.0878e-06,38.7906,146.036
46.23,46.51,1624.27,171.5,34.8761,65.5826,59.9791,0,48.1855,2.43663,30.0138,47.0057,1.58822e-09,405.179,54.2917,62.8484,9.5675e-07,264.562,96.3839,0,267.756,0,0,111.397
46.23,47.51,1513.7,81.7916,137.975,57.7087,47.3077,2.5326e-10,50.2003,41.5741,0,42.0729,0,411.519,68.6037,44.1793,0,198.267,0.594339,0,310.026,0,2.05618,75.0824
46.23,48.51,1712.05,157.95,145.434,66.1847,5.76178e-07,0.000477187,1.05092,0,0,57.0148,0,554.143,10.9619,62.5683,0.0954483,218.101,0,96.2195,302.669,58.4154,50.8688,150.504
