529.146,1079.68,1129.21,1257.89,1318.51,1450.39,1533.27,1580.27,1661.91,1737.01,1822.85,575.235,1913.44,1952.77,1986.33,2041.96,2069.64,2102.73,2108.23,2163.04,2179.42,2212.06,627.625,2244.58,2271.58,2319.95,2383.99,2410.52,2442.25,2479.1,2505.32,2531.46,2578.28,705.645,2604.18,2671.1,2727.29,2772.97,2928.25,3060.99,3138.57,750.849,859.69,948.341,967.225,992.338
43.45,42.13,9.97278,24.3329,37.4829,61.288,141.585,207.052,0,47.2278,128.018,1.84101,28.4522,46.2702,0,0,1.96549e-06,26.2539,0,30.4868,49.9217,0,30.4796,0,39.9933,1.50676e-06,12.9686,37.9261,53.0572,0,35.4875,0,13.1366,0.000744764,0,8.97634,33.0738,0,56.2232,0,1089.41,9.50831,0,38.2407,34.2144,9.06909,25.8937,4.40022
43.45,43.13,4.71627,13.9915,39.4339,0,147.273,207.234,9.33183e-07,32.0219,189.948,0,5.65065,40.8473,0,0,23.9569,0,14.5736,26.2411,26.8541,15.5765,21.3286,0,25.1305,19.1879,0,7.61657,7.78214,0.000279165,0,8.58747,0,0,33.1563,0,56.5289,13.3297,37.1615,0.560445,1229.28,70.0753,0,0,42.7545,16.2089,11.3131,3.15421
43.45,44.13,10.5705,62.9612,30.9824,93.8624,136.054,223.152,0,61.7677,121.73,13.2067,3.1574e-08,17.9973,22.4501,27.7451,0,2.59609e-07,28.7226,2.02593,1.79734,10.9665,0.000300076,25.377,1.36954,0,0,20.1573,0.986269,0.000227814,36.6727,13.5843,8.35829,10.0805,7.56078,28.4851,11.6519,37.7771,0,2.40547e-30,1207.1,39.4033,10.3721,7.37575,64.9814,14.1515,0,3.82535
43.45,45.13,2.985e-06,11.9749,62.0432,96.5892,174.827,260.064,0,72.4362,174.285,1.55163,1.87667,35.7344,7.16874,0,41.1977,19.3653,0,1.45541,4.58002,29.9932,0,0,30.3139,27.111,0,7.20809,0,16.3627,2.9906,7.61503,10.3542,0,0,13.5034,0,1.58362,9.64677e-06,0,1337.54,58.1591,4.25071,50.8878,46.7111,58.1763,0,36.6272
43.45,46.13,56.2042,86.5324,38.9559,75.0077,149.999,312.808,1.95157,60.1252,186.014,0,0.000223127,45.6234,0,0,0.934194,0,47.8692,16.2943,5.96678,11.1098,25.5292,6.36242,1.92524e-06,0,2.93128,0.0804406,0,0,5.3351,7.66337,1.17045,0,0.931335,46.4902,0,7.72276,10.2378,0,1427.43,48.3966,0,30.7866,24.7601,0.812649,42.977,2.42447e-06
43.45,47.13,11.3919,42.1574,48.0867,62.5941,189.507,240.852,0,55.1648,179.58,0,0,0.159237,16.8552,2.11435,6.02516,2.51917,4.19261,29.9746,6.26567,1.09717e-07,2.60318,0,29.784,24.3138,0,28.8823,8.32924,19.9261,0,8.01265,15.1408,23.8337,13.4033,19.3083,14.3191,0,0,0,1343.75,53.0221,0.00159816,30.6819,28.1893,25.5545,0,10.1109
43.45,48.13,0,53.4908,72.6085,89.2481,175.537,214.568,0,56.9508,172.435,11.7081,0,9.2392,0,0,0,9.87108,0,9.16973,5.07551,0,12.7915,9.0388,31.2146,2.80103,4.41709,14.3348,0,0,5.63927e-07,39.188,0,29.7568,0,16.075,37.7869,0,26.9065,9.68858,1248.79,38.4344,0.0017842,35.1361,77.8652,42.9371,27.0321,0.0514923
43.45,49.13,1.52572,20.1677,67.7184,91.0199,193.769,81.7396,1.65192,110.563,146.979,0,0,37.9688,1.18177,0,0,94.5,25.0174,0.0131707,0,30.5511,10.3643,7.26768,2.92321,0,9.16175,27.851,0.949853,0.000886414,0,0,19.6145,0,6.52037,7.69461,0.189891,2.39972,0,3.33281,1180.17,28.9028,1.1012,13.7435,43.834,0,0,26.1635
43.45,50.13,0.00938369,28.6378,53.9257,104.574,150.835,222.695,0,67.3429,162.363,2.59858,1.38002,27.052,0,0,24.0335,15.5377,7.15758,16.6973,7.60602,7.422,16.186,13.5494,5.04021,1.67785,12.8662,0,0,0,0,3.07111e-07,60.6634,1.6214e-07,0.829777,41.3868,10.1677,1.60615,0,14.2912,1100.84,48.2605,17.8136,23.8778,56.1758,21.0092,3.26735e-06,18.5415
43.45,51.13,0.611845,53.6312,29.78,69.3904,139.078,224.047,0,59.0332,149.67,0,2.10048,19.9181,17.1625,0,19.2012,17.4019,4.36421e-05,0,18.8304,0,14.6527,0.150234,47.2254,0,0,8.2478,11.7366,11.7458,4.47165,10.9324,0,0,9.34988,11.8503,18.7074,25.6796,62.2151,29.0479,898.339,97.897,79.0398,13.8246,61.5428,35.1317,0,28.6961
43.45,52.13,9.27349,23.6434,22.8633,77.8403,116.941,200.052,0,53.3886,129.395,0,0,0,9.13529,0,22.4232,5.1166,17.5235,23.0426,0,0,15.4646,0,0.833916,10.4147,0,0,13.3798,0,16.5619,0.0673762,0,7.12867,8.91189,40.5254,19.8973,0,31.7045,15.6222,958.43,61.6728,0,41.0089,40.9295,30.424,10.0919,9.37358e-11
43.45,53.13,11.1023,41.5793,25.6665,69.1706,167.129,208.835,1.62898,90.3151,148.106,9.84204,0,34.9167,3.61535e-06,0,20.6872,0,1.32797e-05,1.15502,0.0615718,12.5659,0,0.0279503,23.1792,0,0,46.3017,28.2119,1.68391,0,21.4119,0,1.60047,55.3929,20.8242,0,0,41.8603,0,1089.39,21.1887,0.00158435,4.53439,24.5366,20.7739,0,2.08621e-05
43.45,54.13,27.5533,39.0701,20.8554,130.65,185.24,289.408,0,89.5137,196.194,0,9.58443,27.206,0,0,11.4699,1.3418,0,6.63947,6.40386,14.3532,18.0202,0,0,10.0721,3.67137,15.1793,8.57796,1.21305,4.42858,0,0,5.11809,0.000164385,17.8678,0,0.000100363,8.59811,6.86304,1596.77,61.1142,0,3.74002,36.7505,18.348,1.19139,19.9185
43.45,55.13,1.08646e-07,55.6146,33.4194,225.449,313.721,427.828,0,152.56,304.653,8.83549,27.0073,0,0,0,4.07626,0,17.054,23.8715,216.516,20.7975,8.54464,0,0,9.76905,0,10.7502,0,19.0263,11.7486,1.12616,9.55327,14.7794,0,29.6132,1.36606,1.76951,18.9082,0,1959.85,63.4341,22.6646,31.4548,65.3278,43.3204,10.8996,54.3126
