515.936,1073.47,1166.17,1215.21,1270.05,1402.67,1450.39,1580.27,1673.51,1811.45,1896.53,575.235,1986.33,2058.58,2075.16,2130.2,2141.16,2195.76,2298.48,2330.66,2368.03,2410.52,666.719,2436.97,2468.59,2489.6,2531.46,2599,2624.83,2671.1,2783.08,2928.25,3119.25,737.955,3138.57,1324.55,1354.68,821.427,859.69,929.419,960.934,1004.87
43.45,42.13,0,144.771,231.068,300.743,342.918,0,339.498,164.095,249.038,257.61,109.146,100.879,96.3102,0,0.200311,0.000194096,56.9855,312.606,118.712,47.8499,0,3.09994,127.16,43.8486,0.000197207,3.90741e-06,0,1.77084,181.918,0,236.308,1293.66,0,126.193,2.6639e-07,328.522,170.786,109.196,192.04,0,111.488,0.301244
43.45,43.13,36.3589,147.977,177.916,136.96,233.382,143.827,177.412,165.88,140.68,179.011,134.641,87.172,181.311,19.1618,0.206644,71.1841,0,106.048,192.735,215.551,0,35.5532,95.896,149.075,0,113.026,0,164.518,115.842,0,90.7883,1198.39,0,4.24557,0,221.397,0,33.1012,125.524,0,110.85,0
43.45,44.13,0,99.6608,125.26,455.156,57.1137,154.026,467.392,158.456,217.343,72.8827,162.818,164.973,166.643,0,6.6529e-09,96.7706,0,101.428,227.391,142.597,68.059,67.516,104.39,176.222,95.6846,0,0,67.165,125.039,1.2372e-07,119.767,1422.26,0,259.089,0,235.614,199.188,38.7361,75.9712,0,112.145,0
43.45,45.13,1.7618e-05,159.049,98.2846,239.267,91.0758,111.768,0,81.0771,120.194,127.366,96.6412,27.9192,0,139.37,52.0605,0,131.227,2.6499,98.5995,121.93,0,227.234,123.367,101.971,72.2456,0,0,116.55,89.1895,0,110.214,1415.62,0,89.4015,16.9875,433.236,182.207,100.207,181.28,0,117.65,0
43.45,46.13,0,0.0903743,66.5578,51.9706,182.13,62.8146,251.973,155.098,177.188,100.057,43.8155,118.564,95.9825,5.03633,54.8607,5.65736,109.194,86.171,130.108,0,0,73.2126,141.741,97.3767,0,57.2237,0,127.278,111.851,0,0.000298568,1370.71,0,0,0,0.486964,95.621,80.2731,163.588,0,99.9541,29.7693
43.45,47.13,0,35.7523,24.9507,40.8074,237.418,35.0313,241.223,206.111,211.051,115.371,61.7948,79.0633,134.858,7.85362,0.1241,0,76.8212,0,12.1566,190.954,0.00447249,0.000470536,113.573,32.9803,36.591,42.8554,0,20.5491,159.849,0,140.133,1443.02,0.0105365,88.8204,0,177.288,0,36.4541,153.133,29.6376,0,0
43.45,48.13,5.82788e-05,20.1698,114.223,195.881,45.8801,75.3868,386.842,96.7165,184.219,120.148,207.187,65.8391,138.201,99.4543,74.4991,121.212,0,0,158.918,103.208,0,34.614,152.993,53.5431,49.0374,70.1611,0,8.40418,29.9473,0,179.462,1303.24,0,0,0,257.77,175.703,147.261,115.56,45.2357,101.47,0
43.45,49.13,0,38.9185,122.275,0,128.874,0,220.248,144.502,153.152,161.757,55.9167,24.9252,117.416,61.1566,0.0516407,102.659,48.2011,101.989,129.689,0.0306884,0,0,0,94.8664,0,49.1446,19.3665,191.034,129.588,0,126.474,1254.09,0,80.8294,0,69.4311,106.292,70.3217,223.305,83.7485,2.43406e-06,0
43.45,50.13,0,77.5313,148.96,0,86.6117,0,175.655,186.787,142.728,89.2407,44.5243,19.6851,104.247,0.0825176,39.0355,101.969,0,33.0522,83.7389,128.165,0,79.0713,104.137,0,115.655,0,0,118.062,0,0,166.437,1103.75,0,88.6028,0.113115,201.549,72.358,36.3968,105.133,0,48.0067,0
43.45,51.13,0,45.0079,126.853,2.29966,230.704,67.5221,214.571,123.205,136.947,152.232,0,76.3813,0,0,0,139.264,0,90.8545,132.644,135.151,78.4547,50.9663,116.528,22.7343,0,54.3588,0,0,138.105,0,96.2453,1135.1,0,111.477,0,193.607,26.326,115.158,101.074,44.4536,132.641,0
43.45,52.13,0,99.8007,56.116,29.7198,271.529,15.3055,231.369,146.497,162.735,140.495,77.646,123.09,98.8757,0,0.0250378,48.3304,62.9439,0.07349,87.8844,94.2139,0,86.2762,157.608,0,48.1482,0.100122,1.34913,129.098,86.2555,0,105.792,1105.51,0,121.226,0,135.272,0,1.78896,130.638,0,129.571,3.5974
