Date			25.10.2024 11.07.21
Id			sweepZ_map 33/Nf
Index			0
Xpos			51.951
Ypos			60.22
Points			1602
Passes			2
Hname			Z
Vname			Nf
Hunits			nm
Vunits			a.u.

88.875			-3778.75
89			-3777.67
89.125			-3777.22
89.25			-3775.81
89.375			-3775.83
89.5			-3777.64
89.625			-3778.94
89.75			-3777.56
89.875			-3777.53
90			-3777.47
90.125			-3776.36
90.25			-3776.28
90.375			-3777.06
90.5			-3774.86
90.625			-3774.56
90.75			-3775.14
90.875			-3775.94
91			-3774.61
91.125			-3776.06
91.25			-3775.19
91.375			-3773.44
91.5			-3773.61
91.625			-3773.81
91.75			-3772.94
91.875			-3771.75
92			-3770.47
92.125			-3772.86
92.25			-3772.56
92.375			-3772.81
92.5			-3773.14
92.625			-3774.47
92.75			-3774.42
92.875			-3774.28
93			-3774.5
93.125			-3772.78
93.25			-3773.78
93.375			-3773.86
93.5			-3772.94
93.625			-3772.56
93.75			-3772.64
93.875			-3774.33
94			-3773.89
94.125			-3772.94
94.25			-3770.86
94.375			-3772.58
94.5			-3771.39
94.625			-3772.64
94.75			-3771.44
94.875			-3771.14
95			-3774.28
95.125			-3773.5
95.25			-3773.33
95.375			-3775.44
95.5			-3772.08
95.625			-3771.97
95.75			-3772.47
95.875			-3774.53
96			-3773.69
96.125			-3771.31
96.25			-3772.42
96.375			-3770.58
96.5			-3770.86
96.625			-3770.83
96.75			-3771
96.875			-3770.81
97			-3769.81
