Date			25.10.2024 11.07.21
Id			sweepZ_map 33/Nf
Index			0
Xpos			51.951
Ypos			60.22
Points			1602
Passes			2
Hname			Z
Vname			Nf
Hunits			nm
Vunits			a.u.

97			-3908.56
96.875			-3907.25
96.75			-3907.33
96.625			-3906.56
96.5			-3906.89
96.375			-3908.39
96.25			-3906.97
96.125			-3906.22
96			-3907.36
95.875			-3907.14
95.75			-3907.86
95.625			-3908.22
95.5			-3907.53
95.375			-3905.53
95.25			-3906.92
95.125			-3906.11
95			-3907.36
94.875			-3906.58
94.75			-3906.86
94.625			-3907.67
94.5			-3905.19
94.375			-3906.44
94.25			-3905.97
94.125			-3907.69
94			-3907.86
93.875			-3907.72
93.75			-3908.42
93.625			-3908.44
93.5			-3906.69
93.375			-3906.58
93.25			-3906.44
93.125			-3907.75
93			-3906.78
92.875			-3908.92
92.75			-3907.83
92.625			-3907.08
92.5			-3907.47
92.375			-3906.42
92.25			-3907.58
92.125			-3906.44
92			-3907.31
91.875			-3906.86
91.75			-3905.5
91.625			-3905.92
91.5			-3906.75
91.375			-3906.92
91.25			-3905.25
91.125			-3906.47
91			-3906.19
90.875			-3905.36
90.75			-3903.89
90.625			-3902.83
90.5			-3903.97
90.375			-3907.64
90.25			-3907.67
90.125			-3904.11
90			-3904.39
89.875			-3904.86
89.75			-3902.42
89.625			-3902.31
89.5			-3901.67
89.375			-3902.89
89.25			-3903.92
89.125			-3905.08
89			-3904.67
88.875			-3906.97
88.75			-3905.89
88.625			-3905.61
88.5			-3906.81
88.375			-3905.42
88.25			-3903.97
88.125			-3903.36
88			-3902.28
87.875			-3901.58
87.75			-3901.44
87.625			-3903.81
87.5			-3903.44
87.375			-3903.19
87.25			-3904.03
87.125			-3903.06
87			-3902.64
86.875			-3902
86.75			-3901.33
86.625			-3902.28
86.5			-3902.89
86.375			-3900.86
86.25			-3903.06
86.125			-3902.78
86			-3902.72
85.875			-3902.19
85.75			-3902.25
85.625			-3899.83
85.5			-3898.86
85.375			-3898.81
85.25			-3901.83
85.125			-3902.08
85			-3900.78
84.875			-3901.31
84.75			-3901.28
84.625			-3902.31
84.5			-3901.39
84.375			-3900.86
84.25			-3901.25
84.125			-3900.61
84			-3902.22
83.875			-3898.86
83.75			-3901.75
83.625			-3898.47
83.5			-3898.03
83.375			-3898.97
83.25			-3899.56
83.125			-3900.19
83			-3898.19
82.875			-3895.89
82.75			-3896.78
82.625			-3896.14
82.5			-3897.5
82.375			-3898.47
82.25			-3899.69
82.125			-3901.06
82			-3898.53
81.875			-3899.06
81.75			-3899.28
81.625			-3900.72
81.5			-3898.89
81.375			-3896.69
81.25			-3897.75
81.125			-3898.06
81			-3898.06
80.875			-3897.61
80.75			-3898.69
80.625			-3898.61
80.5			-3898.5
80.375			-3899.72
80.25			-3899.19
80.125			-3899.78
80			-3898.53
79.875			-3898.56
79.75			-3899.11
79.625			-3898.11
79.5			-3897.83
79.375			-3895.75
79.25			-3895.39
79.125			-3894.89
79			-3896.53
78.875			-3896.89
78.75			-3897.39
78.625			-3896.72
78.5			-3898.36
78.375			-3897.19
78.25			-3894.86
78.125			-3894.5
78			-3895.44
77.875			-3896.56
77.75			-3898.33
77.625			-3899.42
77.5			-3899.14
77.375			-3897.69
77.25			-3896.61
77.125			-3895.36
77			-3894.28
76.875			-3895.86
76.75			-3893.81
76.625			-3897.47
76.5			-3897.42
76.375			-3895
76.25			-3896.94
76.125			-3896.42
76			-3894.64
75.875			-3897.53
75.75			-3900.64
75.625			-3898.22
75.5			-3897.58
75.375			-3897.11
75.25			-3896.06
75.125			-3894.89
75			-3893.69
74.875			-3894.64
74.75			-3893.5
74.625			-3893.83
74.5			-3894.89
74.375			-3894.11
74.25			-3894.17
74.125			-3893.56
74			-3893.44
73.875			-3892.89
73.75			-3891.42
73.625			-3891.97
73.5			-3892.22
73.375			-3891.92
73.25			-3892.22
73.125			-3891.47
73			-3891.03
72.875			-3891.72
72.75			-3893.72
72.625			-3893.69
72.5			-3893.03
72.375			-3892.83
72.25			-3891.58
72.125			-3890.56
72			-3892.47
71.875			-3891.39
71.75			-3890.14
71.625			-3890.03
71.5			-3890.44
71.375			-3891.86
71.25			-3893.89
71.125			-3894.44
71			-3893.89
70.875			-3892.97
70.75			-3892.83
70.625			-3893.22
70.5			-3894.72
70.375			-3893.25
70.25			-3893.58
70.125			-3892.33
70			-3892.61
69.875			-3893.08
69.75			-3892.47
69.625			-3892.75
69.5			-3892.17
69.375			-3892.25
69.25			-3890.61
69.125			-3892.06
69			-3892.06
68.875			-3892.67
68.75			-3891.03
68.625			-3890.06
68.5			-3889.33
68.375			-3890.17
68.25			-3891.28
68.125			-3891.31
68			-3891.47
67.875			-3891.17
67.75			-3890.39
67.625			-3890.83
67.5			-3890.83
67.375			-3891.97
67.25			-3890.36
67.125			-3889.08
67			-3888.25
66.875			-3888.89
66.75			-3889.44
66.625			-3888.56
66.5			-3891.33
66.375			-3890.67
66.25			-3890.61
66.125			-3890.97
66			-3890.11
65.875			-3890.67
65.75			-3892.97
65.625			-3892.94
65.5			-3892.81
65.375			-3891.17
65.25			-3890.39
65.125			-3890.64
65			-3889.89
64.875			-3890.42
64.75			-3888.67
64.625			-3889.89
64.5			-3890.03
64.375			-3890.11
64.25			-3890.36
64.125			-3892.64
64			-3892.08
63.875			-3892.61
63.75			-3892.97
63.625			-3891.47
63.5			-3890.11
63.375			-3890.03
63.25			-3889.67
63.125			-3888.25
63			-3887.33
62.875			-3889.86
62.75			-3889.53
62.625			-3889.33
62.5			-3890.06
62.375			-3887.94
62.25			-3887.67
62.125			-3885.56
62			-3884.86
61.875			-3885.92
61.75			-3886.97
61.625			-3887.25
61.5			-3886.31
61.375			-3885.94
61.25			-3885.67
61.125			-3888.11
61			-3888.81
60.875			-3887.19
60.75			-3886.94
60.625			-3886.03
60.5			-3886.56
60.375			-3887.72
60.25			-3885.61
60.125			-3884.08
60			-3886.97
59.875			-3884.97
59.75			-3887.06
59.625			-3886.08
59.5			-3885.53
59.375			-3885.06
59.25			-3885.47
59.125			-3886.06
59			-3885.06
58.875			-3885.03
58.75			-3884.78
58.625			-3882.78
58.5			-3881.81
58.375			-3881.61
58.25			-3882.03
58.125			-3882.89
58			-3883.5
57.875			-3883.39
57.75			-3883.94
57.625			-3882.53
57.5			-3881.5
57.375			-3881.86
57.25			-3882.14
57.125			-3882.11
57			-3882.69
56.875			-3884.11
56.75			-3884.25
56.625			-3884.61
56.5			-3884.81
56.375			-3883.78
56.25			-3881.64
56.125			-3880.61
56			-3878.83
55.875			-3880.31
55.75			-3882.47
55.625			-3882.47
55.5			-3882.28
55.375			-3884.11
55.25			-3882.61
55.125			-3882
55			-3881
54.875			-3882.42
54.75			-3883.72
54.625			-3882.94
54.5			-3881.19
54.375			-3879.56
54.25			-3879.19
54.125			-3880.42
54			-3881.92
53.875			-3880.56
53.75			-3879.17
53.625			-3878.36
53.5			-3879.72
53.375			-3879.92
53.25			-3878.81
53.125			-3881.67
53			-3881.03
52.875			-3880.94
52.75			-3880.89
52.625			-3880.81
52.5			-3882.5
52.375			-3880.58
52.25			-3879.72
52.125			-3878.61
52			-3878.5
51.875			-3879.42
51.75			-3878.14
51.625			-3878.78
51.5			-3879.25
51.375			-3878.53
51.25			-3878.61
51.125			-3876.86
51			-3878.75
50.875			-3878.89
50.75			-3879.94
50.625			-3878.83
50.5			-3878.61
50.375			-3879.94
50.25			-3880.14
50.125			-3880.69
50			-3879.14
49.875			-3882.94
49.75			-3882.5
49.625			-3879.86
49.5			-3880.44
49.375			-3881.72
49.25			-3878.42
49.125			-3879.78
49			-3878.42
48.875			-3878.39
48.75			-3877.06
48.625			-3877.11
48.5			-3876.64
48.375			-3877.97
48.25			-3875.75
48.125			-3872.56
48			-3871.28
47.875			-3873.28
47.75			-3871.69
47.625			-3872.58
47.5			-3874.25
47.375			-3873.94
47.25			-3873.75
47.125			-3873.97
47			-3873.36
46.875			-3870.61
46.75			-3869.86
46.625			-3870.53
46.5			-3870.64
46.375			-3871.58
46.25			-3871.58
46.125			-3872.22
46			-3872.94
45.875			-3874.61
45.75			-3872.67
45.625			-3872.19
45.5			-3870.69
45.375			-3869.78
45.25			-3870.28
45.125			-3871.17
45			-3871.53
44.875			-3871.83
44.75			-3872.03
44.625			-3872.06
44.5			-3872.58
44.375			-3873.39
44.25			-3871.97
44.125			-3870.42
44			-3871.14
43.875			-3870.28
43.75			-3871.19
43.625			-3871.94
43.5			-3872.25
43.375			-3871.25
43.25			-3871.67
43.125			-3870.08
43			-3871.28
42.875			-3870.33
42.75			-3871.22
42.625			-3871.08
42.5			-3870.42
42.375			-3867.89
42.25			-3868.56
42.125			-3868.67
42			-3868.69
41.875			-3869.75
41.75			-3869.94
41.625			-3869.08
41.5			-3868.31
41.375			-3866.94
41.25			-3869.72
41.125			-3870.14
41			-3870.67
40.875			-3872.22
40.75			-3869.56
40.625			-3871.42
40.5			-3871.42
40.375			-3871.78
40.25			-3869.89
40.125			-3870.53
40			-3867.33
39.875			-3868.31
39.75			-3869.47
39.625			-3866.94
39.5			-3864.83
39.375			-3866.58
39.25			-3867.47
39.125			-3867.56
39			-3866.94
38.875			-3867.17
38.75			-3866.81
38.625			-3867.17
38.5			-3867.06
38.375			-3865.67
38.25			-3866.56
38.125			-3867.81
38			-3867.5
37.875			-3864.86
37.75			-3866.17
37.625			-3865.72
37.5			-3865.03
37.375			-3865.33
37.25			-3866.28
37.125			-3865.81
37			-3865.42
36.875			-3864.06
36.75			-3865
36.625			-3863.19
36.5			-3862.28
36.375			-3863.22
36.25			-3865.47
36.125			-3862.92
36			-3861.61
35.875			-3864.14
35.75			-3862.31
35.625			-3862.64
35.5			-3863.89
35.375			-3863.94
35.25			-3864.03
35.125			-3864.19
35			-3864.17
34.875			-3863.25
34.75			-3863.53
34.625			-3865.08
34.5			-3865.33
34.375			-3865.89
34.25			-3864.08
34.125			-3864.39
34			-3867.17
33.875			-3865.86
33.75			-3866.72
33.625			-3866.25
33.5			-3866.64
33.375			-3866.25
33.25			-3864.69
33.125			-3865.19
33			-3863.22
32.875			-3863.42
32.75			-3861.92
32.625			-3860.44
32.5			-3860.81
32.375			-3861.28
32.25			-3861.5
32.125			-3861.92
32			-3861.75
31.875			-3863.08
31.75			-3861.19
31.625			-3860.69
31.5			-3860.94
31.375			-3861.44
31.25			-3860.94
31.125			-3862.42
31			-3861.39
30.875			-3861.5
30.75			-3863.06
30.625			-3860.47
30.5			-3858.64
30.375			-3859.56
30.25			-3858.83
30.125			-3858.42
30			-3859.03
29.875			-3859.03
29.75			-3858.89
29.625			-3857.67
29.5			-3857.5
29.375			-3860.83
29.25			-3860.11
29.125			-3858.86
29			-3860.17
28.875			-3859.06
28.75			-3859.28
28.625			-3857.72
28.5			-3857.31
28.375			-3859.17
28.25			-3860.06
28.125			-3859.44
28			-3856.92
27.875			-3858.28
27.75			-3859.11
27.625			-3859
27.5			-3858.11
27.375			-3858.83
27.25			-3857.08
27.125			-3856.28
27			-3858.31
26.875			-3859.94
26.75			-3859.31
26.625			-3858.33
26.5			-3857.44
26.375			-3856.44
26.25			-3857.25
26.125			-3855.81
26			-3855.81
25.875			-3854.86
25.75			-3856.19
25.625			-3855.14
25.5			-3856.5
25.375			-3857.17
25.25			-3856.72
25.125			-3856.33
25			-3857.53
24.875			-3855.94
24.75			-3856.19
24.625			-3859.72
24.5			-3870.47
24.375			-3871.89
24.25			-3873.83
24.125			-3879.11
24			-3890.25
23.875			-3906.36
23.75			-3912.11
23.625			-3918.06
23.5			-3926.72
23.375			-3934.44
23.25			-3941.5
23.125			-3951.81
23			-3959.5
22.875			-3974.17
22.75			-3987.44
22.625			-4007.67
22.5			-4028.92
22.375			-4046.08
22.25			-4075.39
22.125			-4089.25
22			-4110.06
21.875			-4125.28
21.75			-4143.11
21.625			-4154.06
21.5			-4166.69
21.375			-4189.75
21.25			-4205.25
21.125			-4219.53
21			-4233.28
20.875			-4247.81
20.75			-4260.36
20.625			-4271.78
20.5			-4289.19
20.375			-4306.25
20.25			-4321.44
20.125			-4336.19
20			-4351.47
19.875			-4365.39
19.75			-4379.39
19.625			-4393.86
19.5			-4408.92
19.375			-4424.78
19.25			-4440.69
19.125			-4454.67
19			-4467.33
18.875			-4481.44
18.75			-4493.25
18.625			-4507.97
18.5			-4524.28
18.375			-4536.78
18.25			-4549.64
18.125			-4562.97
18			-4576.72
17.875			-4590.47
17.75			-4603.69
17.625			-4615.31
17.5			-4624.97
17.375			-4630.72
17.25			-4636.56
17.125			-4639.11
17			-4655.36
16.875			-4653.81
16.75			-4652.61
16.625			-4651.36
16.5			-4648.94
16.375			-4645.72
16.25			-4641.44
16.125			-4633.94
16			-4621.19
15.875			-4610
15.75			-4598.58
15.625			-4580.83
15.5			-4563.56
15.375			-4544.5
15.25			-4523.17
15.125			-4502.39
15			-4482.19
14.875			-4461.08
14.75			-4435.33
14.625			-4407.72
14.5			-4377.33
14.375			-4349.75
14.25			-4321.78
14.125			-4293.5
14			-4265.75
13.875			-4231.36
13.75			-4202.92
13.625			-4169.64
13.5			-4140.72
13.375			-4107.89
13.25			-4077.5
13.125			-4040
13			-4004.78
12.875			-3968.25
12.75			-3938.28
12.625			-3902.69
12.5			-3872.53
12.375			-3838.42
12.25			-3805.47
12.125			-3767.28
12			-3733.25
11.875			-3697.31
11.75			-3660.83
11.625			-3622.06
11.5			-3582.44
11.375			-3547.72
11.25			-3511.78
11.125			-3477.81
11			-3439.25
10.875			-3405.33
10.75			-3367.5
10.625			-3331.44
10.5			-3293.97
10.375			-3255.47
10.25			-3219.06
10.125			-3181.17
10			-3145.33
9.875			-3106.86
9.75			-3069.44
9.625			-3038.08
9.5			-2997.14
9.375			-2954.17
9.25			-2914.08
9.125			-2880.47
9			-2842
8.875			-2804.81
8.75			-2763.11
8.625			-2726.47
8.5			-2686.69
8.375			-2653
8.25			-2611
8.125			-2566.97
8			-2526.19
7.875			-2493.42
7.75			-2452.86
7.625			-2419.14
7.5			-2376.39
7.375			-2336.53
7.25			-2297.06
7.125			-2259.78
7			-2219.11
6.875			-2181.81
6.75			-2136.14
6.625			-2102.44
6.5			-2063.75
6.375			-2028.42
6.25			-1985.36
6.125			-1945.17
6			-1906.53
5.875			-1871.92
5.75			-1835.56
5.625			-1799.19
5.5			-1754.97
5.375			-1711.44
5.25			-1670.64
5.125			-1638.36
5			-1595.42
4.875			-1556.44
4.75			-1514.06
4.625			-1472.86
4.5			-1433.67
4.375			-1399.36
4.25			-1362.42
4.125			-1315.69
4			-1275.58
3.875			-1238.5
3.75			-1199.39
3.625			-1162
3.5			-1117.06
3.375			-1075.11
3.25			-1032.36
3.125			-999.972
3			-959.139
2.875			-909.5
2.75			-874.194
2.625			-831.833
2.5			-791.972
2.375			-754.972
2.25			-711.5
2.125			-674.278
2			-630.361
1.875			-594.167
1.75			-552.472
1.625			-512.083
1.5			-471.917
1.375			-429.972
1.25			-389.667
1.125			-345.917
1			-309
0.875			-266.611
0.75			-227.694
0.625			-184.472
0.5			-146.806
0.375			-107.917
0.25			-67.3056
0.125			-24.8333
0			12.1667
-0.125			59.6667
-0.25			102.417
-0.375			146.361
-0.5			182.056
-0.625			217.056
-0.75			258.861
-0.875			303.306
-1			341.639
-1.125			385.861
-1.25			422.028
-1.375			466.333
-1.5			507.889
-1.625			557.028
-1.75			591.694
-1.875			627.167
-2			670.194
-2.125			711.778
-2.25			755.194
-2.375			798.778
-2.5			836.806
-2.625			876.083
-2.75			911.361
-2.875			950.694
-3			995.667
-3			1024.83
-2.875			989.667
-2.75			961.444
-2.625			936.278
-2.5			904.167
-2.375			870.028
-2.25			826.917
-2.125			795.556
-2			765.556
-1.875			738.167
-1.75			705.389
-1.625			668.25
-1.5			632.889
-1.375			598.361
-1.25			564.306
-1.125			528.139
-1			490.917
-0.875			455.278
