90			-953.8
89.9			-950.6
89.8			-954.2
89.7			-953
89.6			-947.8
89.5			-955
89.4			-956
89.3			-951.6
89.2			-950.8
89.1			-945.8
89			-949.6
88.9			-945
88.8			-942.2
88.7			-941.6
88.6			-943.8
88.5			-940.6
88.4			-938.8
88.3			-937.8
88.2			-932.8
88.1			-938.4
88			-939.2
87.9			-936
87.8			-933.2
87.7			-935
87.6			-935.8
87.5			-935.4
87.4			-932.6
87.3			-933
87.2			-933.4
87.1			-934.2
87			-929
86.9			-938.6
86.8			-933.8
86.7			-936.8
86.6			-946
86.5			-944.8
86.4			-937.6
86.3			-942
86.2			-938
86.1			-938.2
86			-940.8
85.9			-938.6
85.8			-936.8
85.7			-934.8
85.6			-936.4
85.5			-928.8
85.4			-933.2
85.3			-931.6
85.2			-934.8
85.1			-933
85			-937
84.9			-934.8
84.8			-937.2
84.7			-936.4
84.6			-935
84.5			-933.6
84.4			-929
84.3			-928.6
84.2			-929.6
84.1			-932.8
84			-932.8
83.9			-932.6
83.8			-932
83.7			-933.4
83.6			-935.4
83.5			-930
83.4			-935.4
83.3			-932.8
83.2			-942.2
83.1			-938.4
83			-928.6
82.9			-933
82.8			-938.4
82.7			-935.4
82.6			-940.2
82.5			-934.8
82.4			-931.6
82.3			-934.4
82.2			-941.2
82.1			-938.2
82			-930.6
81.9			-929.2
81.8			-927
81.7			-927.8
81.6			-934
81.5			-932.8
81.4			-929.4
81.3			-929.2
81.2			-926.8
81.1			-928
81			-926.4
80.9			-933.2
80.8			-926
80.7			-922.4
80.6			-925.4
80.5			-933.2
80.4			-929
80.3			-930.6
80.2			-928
80.1			-928.4
80			-926.2
79.9			-933.6
79.8			-936.6
79.7			-929.2
79.6			-927.4
79.5			-919.4
79.4			-924
79.3			-930.2
79.2			-922.4
79.1			-927.2
79			-922.2
78.9			-920.4
78.8			-921
78.7			-923
78.6			-923.2
78.5			-918.4
78.4			-928.4
78.3			-933.2
78.2			-925
78.1			-927.6
78			-926.6
77.9			-927.4
77.8			-920.8
77.7			-922
77.6			-919.6
77.5			-921
77.4			-923.4
77.3			-926.4
77.2			-928.6
77.1			-929.8
77			-929.8
76.9			-931.8
76.8			-925.6
76.7			-925.2
76.6			-926.4
76.5			-921.2
76.4			-923.8
76.3			-926.2
76.2			-925.4
76.1			-921.4
76			-918.4
75.9			-919.6
75.8			-924.6
75.7			-922
75.6			-924.8
75.5			-925.8
75.4			-920.2
75.3			-916
75.2			-914.6
75.1			-920.4
75			-918.6
74.9			-922.2
74.8			-923.8
74.7			-918.8
74.6			-919.6
74.5			-917.4
74.4			-914.4
74.3			-915.4
74.2			-919
74.1			-926.4
74			-916.2
73.9			-919.4
73.8			-915
73.7			-921
73.6			-920.6
73.5			-922.6
73.4			-923.2
73.3			-924.4
73.2			-918.6
73.1			-922.2
73			-926.6
72.9			-928
72.8			-924.6
72.7			-927
72.6			-925.4
72.5			-925
72.4			-926.4
72.3			-930.4
72.2			-928.8
72.1			-927.4
72			-918.8
71.9			-921.2
71.8			-922
71.7			-917.8
71.6			-909.2
71.5			-918.2
71.4			-919
71.3			-916.6
71.2			-920.2
71.1			-910.4
71			-911.4
70.9			-919.6
70.8			-916.2
70.7			-916.8
70.6			-914.6
70.5			-909.6
70.4			-915.6
70.3			-920
70.2			-914.8
70.1			-912.8
70			-923.2
69.9			-919.2
69.8			-923.6
69.7			-921.6
69.6			-920.8
69.5			-922.2
69.4			-922.4
69.3			-914.4
69.2			-911.6
69.1			-915.2
69			-916.8
68.9			-919.8
68.8			-913.4
68.7			-915.2
68.6			-918
68.5			-914.8
68.4			-914.8
68.3			-913.6
68.2			-911.2
68.1			-917.8
68			-917.2
67.9			-915.4
67.8			-914.8
67.7			-916.8
67.6			-916.4
67.5			-916.4
67.4			-917.6
67.3			-912.2
67.2			-910.4
67.1			-911.4
67			-916.4
66.9			-916.4
66.8			-923.4
66.7			-913.6
66.6			-921
66.5			-916.8
66.4			-915
66.3			-919.8
66.2			-925
66.1			-924.4
66			-925.2
65.9			-921.4
65.8			-918.8
65.7			-917.4
65.6			-921.2
65.5			-920
65.4			-915.8
65.3			-921.6
65.2			-916.4
65.1			-915.6
65			-910.2
64.9			-912
64.8			-906.4
64.7			-910.8
64.6			-915.2
64.5			-917.8
64.4			-914
64.3			-907.8
64.2			-907
64.1			-907
64			-918.8
63.9			-912.4
63.8			-917.6
63.7			-914.2
63.6			-914.8
63.5			-917.2
63.4			-915
63.3			-917.6
63.2			-918.8
63.1			-926.2
63			-920.6
62.9			-921.2
62.8			-919
62.7			-918.4
62.6			-913.6
62.5			-912.4
62.4			-912.2
62.3			-914
62.2			-908.8
62.1			-908.6
62			-907.2
61.9			-912.4
61.8			-916
61.7			-909.4
61.6			-909
61.5			-911.8
61.4			-909.8
61.3			-910.4
61.2			-913.4
61.1			-913.2
61			-915.4
60.9			-914.6
60.8			-908.2
60.7			-909.2
60.6			-912.4
60.5			-908.8
60.4			-911.6
60.3			-911.8
60.2			-904.6
60.1			-915.6
60			-912.8
59.9			-913.6
59.8			-914.6
59.7			-914
59.6			-912.2
59.5			-913.2
59.4			-910.4
59.3			-912.2
59.2			-903.8
59.1			-909.6
59			-915
58.9			-909.4
58.8			-910.6
58.7			-907
58.6			-913
58.5			-907.2
58.4			-910.6
58.3			-912.4
58.2			-908.6
58.1			-913.2
58			-916.4
57.9			-913.6
57.8			-920.4
57.7			-915
57.6			-907.4
57.5			-909.2
57.4			-901.6
57.3			-908.8
57.2			-912.6
57.1			-908.2
57			-912.4
56.9			-912
56.8			-908.8
