Date			25.10.2024 11.07.21
Id			sweepZ_map 33/Nf
Index			0
Xpos			51.951
Ypos			60.22
Points			1602
Passes			2
Hname			Z
Vname			Nf
Hunits			nm
Vunits			a.u.

97			-3966.54
96.875			-3970.71
96.75			-3970.82
96.625			-3971.39
96.5			-3970.11
96.375			-3972.14
96.25			-3970.79
96.125			-3969.86
96			-3969.96
95.875			-3969.64
95.75			-3969.43
95.625			-3971.71
95.5			-3967.46
95.375			-3966.93
95.25			-3967.75
95.125			-3968.14
95			-3967.96
94.875			-3966.68
94.75			-3967.86
94.625			-3968.18
94.5			-3970
94.375			-3971.5
94.25			-3972.18
94.125			-3972.39
94			-3971.39
93.875			-3972.46
93.75			-3971
93.625			-3968.46
93.5			-3970.57
93.375			-3970
93.25			-3970.86
93.125			-3969.57
93			-3970.18
92.875			-3971.04
92.75			-3969.43
92.625			-3968.61
92.5			-3967.32
92.375			-3965.75
92.25			-3967.54
92.125			-3967.79
92			-3969.68
91.875			-3968.64
91.75			-3968
91.625			-3967.61
91.5			-3970.07
91.375			-3968.25
91.25			-3967.18
91.125			-3966.79
91			-3968.57
90.875			-3968.43
90.75			-3965.5
90.625			-3966.18
90.5			-3967.04
90.375			-3967.39
90.25			-3967.29
90.125			-3967.29
90			-3966.5
89.875			-3966.64
89.75			-3966.46
89.625			-3970.46
89.5			-3968.68
89.375			-3970.18
89.25			-3968.57
89.125			-3969.43
89			-3968.61
88.875			-3969.54
88.75			-3969.46
88.625			-3969.68
88.5			-3969.21
88.375			-3968.04
88.25			-3967.04
88.125			-3965.82
88			-3969.93
87.875			-3970.39
87.75			-3970.04
87.625			-3967.61
87.5			-3968.93
87.375			-3969.21
87.25			-3970.14
87.125			-3970.18
87			-3971.04
86.875			-3972.14
86.75			-3970.36
86.625			-3970.29
86.5			-3973.61
86.375			-3973.18
86.25			-3973.07
86.125			-3972.43
86			-3971.36
85.875			-3971.71
85.75			-3969.25
85.625			-3970.14
85.5			-3971.11
85.375			-3970.82
85.25			-3971.54
85.125			-3971.68
85			-3971.07
84.875			-3970.07
84.75			-3971.11
84.625			-3969.14
84.5			-3968.14
84.375			-3966.57
84.25			-3969.86
84.125			-3970.93
84			-3971
83.875			-3968.14
83.75			-3969.07
83.625			-3970.93
83.5			-3972.32
83.375			-3970.64
83.25			-3971.07
83.125			-3971.5
83			-3970
82.875			-3970.25
82.75			-3970.5
82.625			-3973.75
82.5			-3974.54
82.375			-3974.32
82.25			-3972.32
82.125			-3971.86
82			-3973.14
81.875			-3974.82
81.75			-3974.75
81.625			-3975.21
81.5			-3975.18
81.375			-3972.79
81.25			-3974.29
81.125			-3973.11
81			-3972.68
80.875			-3972.43
80.75			-3974.71
80.625			-3972.32
80.5			-3970.07
80.375			-3969.82
80.25			-3971.11
80.125			-3971.39
80			-3971.32
79.875			-3969.21
79.75			-3971.96
79.625			-3970.93
79.5			-3970.36
79.375			-3971.18
79.25			-3970.64
79.125			-3968.71
79			-3968.04
78.875			-3968.57
78.75			-3966.36
78.625			-3967.89
78.5			-3971.93
78.375			-3974.07
78.25			-3971.43
78.125			-3973.25
78			-3973.86
77.875			-3972.71
77.75			-3971.93
77.625			-3972.43
77.5			-3973.25
77.375			-3974.29
77.25			-3973.89
77.125			-3973.68
77			-3972.86
76.875			-3971.89
76.75			-3972.79
76.625			-3970.93
76.5			-3971.39
76.375			-3970.11
76.25			-3970.93
76.125			-3973.07
76			-3970.82
75.875			-3970.18
75.75			-3972.39
75.625			-3972.14
75.5			-3972.21
75.375			-3971.25
75.25			-3970.61
75.125			-3969.82
75			-3969.54
74.875			-3969.96
74.75			-3971.61
74.625			-3970.61
74.5			-3970.93
74.375			-3971.07
74.25			-3970.5
74.125			-3973
74			-3971.75
73.875			-3972.21
73.75			-3972.46
73.625			-3973.25
73.5			-3970.43
73.375			-3970.14
73.25			-3970.64
73.125			-3970.96
73			-3971.93
72.875			-3969.18
72.75			-3967.68
72.625			-3969.04
72.5			-3968.36
72.375			-3971.14
72.25			-3969.04
72.125			-3969.29
72			-3971.29
71.875			-3972.32
71.75			-3971
71.625			-3974.71
71.5			-3973.71
71.375			-3971.11
71.25			-3972.75
71.125			-3973.93
71			-3971.93
70.875			-3971.79
70.75			-3973.07
70.625			-3972.32
70.5			-3973.07
70.375			-3973.93
70.25			-3971.64
70.125			-3972.5
70			-3972.43
69.875			-3972.11
69.75			-3973.39
69.625			-3972.29
69.5			-3972.86
69.375			-3973.89
69.25			-3973.07
69.125			-3973.39
69			-3971.11
68.875			-3972.39
68.75			-3972.04
68.625			-3973.75
68.5			-3971.46
68.375			-3971.32
68.25			-3972.68
68.125			-3973.21
68			-3972.25
67.875			-3973.04
67.75			-3974.18
67.625			-3972.14
67.5			-3974.07
67.375			-3973.57
67.25			-3975.96
67.125			-3976.71
67			-3974.29
66.875			-3973.93
66.75			-3972.89
66.625			-3972.39
66.5			-3972.57
66.375			-3973.18
66.25			-3974.54
66.125			-3975.36
66			-3975.89
65.875			-3976.86
65.75			-3977.54
65.625			-3974.71
65.5			-3974.14
65.375			-3978.07
65.25			-3975.43
65.125			-3974.79
65			-3974.18
64.875			-3974.43
64.75			-3974.46
64.625			-3974.75
64.5			-3974.11
64.375			-3973.96
64.25			-3972.93
64.125			-3973.64
64			-3973.93
63.875			-3973.75
63.75			-3977.14
63.625			-3976.39
63.5			-3976.29
63.375			-3975.43
63.25			-3975.89
63.125			-3978.82
63			-3980.14
62.875			-3978.36
62.75			-3975.54
62.625			-3973.39
62.5			-3973.89
62.375			-3975.14
62.25			-3975.21
62.125			-3976.86
62			-3976.71
61.875			-3975.11
61.75			-3975.21
61.625			-3974.86
61.5			-3976.75
61.375			-3976.29
61.25			-3976.93
61.125			-3974.79
61			-3975.71
60.875			-3973.54
60.75			-3974.18
60.625			-3972.75
60.5			-3974.61
60.375			-3975.93
60.25			-3977.29
60.125			-3978.21
60			-3976.43
59.875			-3976.39
59.75			-3974.75
59.625			-3974.36
59.5			-3973.82
59.375			-3973.36
59.25			-3974.61
59.125			-3977.29
59			-3976.86
58.875			-3976.54
58.75			-3974.36
58.625			-3972.79
58.5			-3974.5
58.375			-3976.29
58.25			-3974.79
58.125			-3976.54
58			-3977.21
57.875			-3978.21
57.75			-3975.68
57.625			-3975.14
57.5			-3976.32
57.375			-3976.14
57.25			-3977.54
57.125			-3977.96
57			-3979.14
56.875			-3980.21
56.75			-3977.68
56.625			-3977.25
56.5			-3977.04
56.375			-3977.86
56.25			-3974.61
56.125			-3976.5
56			-3975.71
55.875			-3980.04
55.75			-3978.32
55.625			-3979
55.5			-3979.71
55.375			-3979.64
55.25			-3978.57
55.125			-3979.5
55			-3978.46
54.875			-3977.14
54.75			-3977.07
54.625			-3976.82
54.5			-3976.25
54.375			-3978
54.25			-3977.68
54.125			-3976.82
54			-3977.04
53.875			-3978.36
53.75			-3978.86
53.625			-3979.04
53.5			-3980.71
53.375			-3978.93
53.25			-3979.18
53.125			-3979.18
53			-3979.75
52.875			-3978.89
52.75			-3979.5
52.625			-3980.89
52.5			-3981.25
52.375			-3983.14
52.25			-3983.39
52.125			-3981.96
52			-3981.11
51.875			-3982.11
51.75			-3980.25
51.625			-3979.71
51.5			-3980.25
51.375			-3978.82
51.25			-3981.36
51.125			-3980.29
51			-3979.64
50.875			-3981.18
50.75			-3979.96
50.625			-3977.43
50.5			-3979.54
50.375			-3979.75
50.25			-3982.07
50.125			-3980.11
50			-3979.04
49.875			-3977.46
49.75			-3978.54
49.625			-3980.89
49.5			-3979.93
49.375			-3979.32
49.25			-3976.46
49.125			-3979.14
49			-3980.86
48.875			-3980.93
48.75			-3981
48.625			-3979.75
48.5			-3979.82
48.375			-3980
48.25			-3978.93
48.125			-3978.71
48			-3979.54
47.875			-3981.57
47.75			-3980.89
47.625			-3982
47.5			-3979.39
47.375			-3978.04
47.25			-3978.46
47.125			-3978.04
47			-3976.89
46.875			-3979.89
46.75			-3978.32
46.625			-3978.75
46.5			-3979.54
46.375			-3979.82
46.25			-3978.18
46.125			-3979.79
46			-3977.79
45.875			-3978.93
45.75			-3978.75
45.625			-3977.75
45.5			-3980.82
45.375			-3980.68
45.25			-3978.46
45.125			-3979.21
45			-3980.25
44.875			-3981.29
44.75			-3979.11
44.625			-3982.07
44.5			-3982.5
44.375			-3980.71
44.25			-3978.93
44.125			-3980.07
44			-3980.79
43.875			-3980.79
43.75			-3977.46
43.625			-3978.64
43.5			-3979.07
43.375			-3978.32
43.25			-3979.71
43.125			-3980.32
43			-3980.54
42.875			-3979.18
42.75			-3978.89
42.625			-3979.39
42.5			-3979
42.375			-3979.46
42.25			-3976.25
42.125			-3978.32
42			-3980.54
41.875			-3978.96
41.75			-3980.86
41.625			-3980.93
41.5			-3979.43
41.375			-3977.5
41.25			-3976.68
41.125			-3978.89
41			-3980.04
40.875			-3978.96
40.75			-3979.39
40.625			-3977.18
40.5			-3978.93
40.375			-3978.75
40.25			-3980.57
40.125			-3980.57
40			-3980.71
39.875			-3979.68
39.75			-3981.61
39.625			-3981.79
39.5			-3978.89
39.375			-3980.04
39.25			-3979.89
39.125			-3981.18
39			-3979.86
38.875			-3980.32
38.75			-3977.71
38.625			-3978.79
38.5			-3980.25
38.375			-3979.14
38.25			-3978.89
38.125			-3978.5
38			-3981.21
37.875			-3981.68
37.75			-3978.82
37.625			-3979.61
37.5			-3977.39
37.375			-3978.39
37.25			-3982.82
37.125			-3982.25
37			-3980.07
36.875			-3979.5
36.75			-3980.36
36.625			-3981.79
36.5			-3981.29
36.375			-3981.11
36.25			-3983.18
36.125			-3982.93
36			-3982.93
35.875			-3982.18
35.75			-3983.25
35.625			-3981.43
35.5			-3980.71
35.375			-3979.64
35.25			-3982.61
35.125			-3981.82
35			-3980.75
34.875			-3981.21
34.75			-3982.46
34.625			-3981.96
34.5			-3982.39
34.375			-3981.64
34.25			-3980.14
34.125			-3981.32
34			-3981.21
33.875			-3982.86
33.75			-3985.36
33.625			-3985.11
33.5			-3984.54
33.375			-3982.64
33.25			-3983.14
33.125			-3985.43
33			-3986.36
32.875			-3986.79
32.75			-3987.71
32.625			-3986.86
32.5			-3986.04
32.375			-3985.75
32.25			-3986.43
32.125			-3985.61
32			-3988.21
31.875			-3986.61
31.75			-3986.04
31.625			-3984.93
31.5			-3986.68
31.375			-3987.5
31.25			-3983.71
31.125			-3982.89
31			-3983
30.875			-3983.86
30.75			-3982.93
30.625			-3983.07
30.5			-3983.71
30.375			-3984.43
30.25			-3984.07
30.125			-3984.39
30			-3983.64
29.875			-3984.5
29.75			-3987.18
29.625			-3987
29.5			-3985.75
29.375			-3984.43
29.25			-3986.07
29.125			-3987.18
29			-3985.71
28.875			-3986.75
28.75			-3986.25
28.625			-3984.57
28.5			-3983.82
28.375			-3984.36
28.25			-3986.43
28.125			-3984.25
28			-3985.68
27.875			-3983.71
27.75			-3983.96
27.625			-3983.82
27.5			-3987.68
27.375			-3988.14
27.25			-3987.64
27.125			-3987.89
27			-3986.54
26.875			-3985.96
26.75			-3985.43
26.625			-3986.71
26.5			-3988.36
26.375			-3987.89
26.25			-3986.75
26.125			-3986
26			-3985.79
25.875			-3987.93
25.75			-3992.14
25.625			-3993.54
25.5			-3992.57
25.375			-3995.11
25.25			-3998.18
25.125			-3998.18
25			-3997.82
24.875			-3998.14
24.75			-4000.75
24.625			-3998.96
24.5			-3998.57
24.375			-4005.14
24.25			-4007.18
24.125			-4008.14
24			-4008.43
23.875			-4010.71
23.75			-4012.64
23.625			-4015.64
23.5			-4024.32
23.375			-4029.61
23.25			-4034.21
23.125			-4033.86
23			-4045.46
22.875			-4053.93
22.75			-4064.75
22.625			-4085.75
22.5			-4098.96
22.375			-4100.86
22.25			-4115
22.125			-4133.46
22			-4156.82
21.875			-4177.71
21.75			-4206.64
21.625			-4236.75
21.5			-4257.46
21.375			-4277.89
21.25			-4294.54
21.125			-4317.43
21			-4342.25
20.875			-4358.57
20.75			-4381.54
20.625			-4413.96
20.5			-4431.18
20.375			-4455.18
20.25			-4468.96
20.125			-4487.5
20			-4501.75
19.875			-4518.46
19.75			-4532.54
19.625			-4548.71
19.5			-4565.07
19.375			-4579.71
19.25			-4593.29
19.125			-4607.54
19			-4621.96
18.875			-4642
18.75			-4653.71
18.625			-4670.79
18.5			-4682.57
18.375			-4698.71
18.25			-4708.86
18.125			-4723.5
18			-4726.86
17.875			-4736.93
17.75			-4748.04
17.625			-4756.43
17.5			-4761.04
17.375			-4760.79
17.25			-4768.61
17.125			-4770
17			-4766.43
16.875			-4753.32
16.75			-4750.64
16.625			-4736.39
16.5			-4731.29
16.375			-4726.79
16.25			-4707.64
16.125			-4694.21
16			-4682.61
15.875			-4674.86
15.75			-4656.54
15.625			-4635.18
15.5			-4618.61
15.375			-4603.68
15.25			-4582.43
15.125			-4551.64
15			-4527.18
14.875			-4495.82
14.75			-4471.39
14.625			-4447.57
14.5			-4420.46
14.375			-4391.89
14.25			-4362.18
14.125			-4329.71
14			-4305.96
13.875			-4278.71
13.75			-4244.5
13.625			-4209.07
13.5			-4182.39
13.375			-4148.18
13.25			-4121.04
13.125			-4083.68
13			-4056
12.875			-4018.36
12.75			-3983.57
12.625			-3945.71
12.5			-3914.96
12.375			-3875.75
12.25			-3843.57
12.125			-3805.36
12			-3767.11
11.875			-3731.32
11.75			-3696.89
11.625			-3659.96
11.5			-3624.46
11.375			-3582.43
11.25			-3554.68
11.125			-3519.57
11			-3483.54
10.875			-3444.25
10.75			-3407.21
10.625			-3363.89
10.5			-3328.32
10.375			-3291.57
10.25			-3259.57
10.125			-3225.86
10			-3182.71
9.875			-3140.57
9.75			-3103.46
9.625			-3071.71
9.5			-3034.25
9.375			-2986.14
9.25			-2948.39
9.125			-2918.04
9			-2878.04
8.875			-2839.64
8.75			-2795.04
8.625			-2753.68
8.5			-2717.07
8.375			-2681.18
8.25			-2639.75
8.125			-2600.32
8			-2560
7.875			-2528.36
7.75			-2491.11
7.625			-2448.46
7.5			-2407.32
7.375			-2365.68
7.25			-2325.29
7.125			-2292.29
7			-2254.14
6.875			-2212.43
6.75			-2170.32
6.625			-2133.04
6.5			-2095.54
6.375			-2055.75
6.25			-2017.5
6.125			-1973.46
6			-1933.54
5.875			-1899.43
5.75			-1858.25
5.625			-1823.96
5.5			-1780.64
5.375			-1740.75
5.25			-1703.18
5.125			-1659.86
5			-1621.96
4.875			-1584.75
4.75			-1538.43
4.625			-1499.32
4.5			-1460.54
4.375			-1420.71
4.25			-1378.75
4.125			-1339.89
4			-1300.14
3.875			-1264.21
3.75			-1225.32
3.625			-1183.5
3.5			-1143.07
3.375			-1100.39
3.25			-1059.82
3.125			-1023.21
3			-980.536
2.875			-941.214
2.75			-898.536
2.625			-867.321
2.5			-818.679
2.375			-778.857
2.25			-733
2.125			-692.071
2			-649.786
1.875			-606.786
1.75			-567.036
1.625			-520.893
1.5			-479.821
1.375			-443.679
1.25			-408.429
1.125			-368.143
1			-321.036
0.875			-279.857
0.75			-228.143
0.625			-196.714
0.5			-161
0.375			-119.286
0.25			-72.7143
0.125			-31.0714
0			6.92857
-0.125			53.5357
-0.25			93.1429
-0.375			136.857
-0.5			185.786
-0.625			222.214
-0.75			255.786
-0.875			289.893
-1			340.643
-1.125			385.893
-1.25			430.143
-1.375			467.357
-1.5			504.321
-1.625			548.75
-1.75			591.571
-1.875			636.964
-2			677.357
-2.125			713.714
-2.25			753.929
-2.375			795.714
-2.5			841.5
-2.625			878.464
-2.75			921.179
-2.875			959.821
-3			999.714
-3			1037.43
-2.875			1000.75
-2.75			960.036
-2.625			931.214
-2.5			902.786
-2.375			869.071
-2.25			834.607
-2.125			795.643
-2			763.714
-1.875			723.821
-1.75			696.036
-1.625			660.714
-1.5			624.036
-1.375			584.679
-1.25			549.679
-1.125			523.179
-1			490.786
-0.875			451
-0.75			408.571
-0.625			367.857
