1225364292.6158,920077793.664343,80763473.7997004,62365997.4516394,66256924.1418685,213751308.073056,3838704969.52938,138843774.056887,509051156.856047,53153813.7878196,350494276.648974,554760853.062394,141885267.577377,113613976.537577,1124584340.23955,61897067.1089452,126439373.329761,85638542.8436316,98037309.776675,75935091.1885963
215917217.901497,56980715.0198966,490681208.043861,2241974340.15558,173988839.917546,820386838.37405,134567556.93277,43782035.1684962,212703253.721323,563624297.7355,115726788.380512,238700444.748977,394148320.376527,39233869.049782,72915504.1233085,93043114.0331151,92403791.1883886,347005287.657178,613120889.272523,2297365711.8963
302555158.43973,104221629.110351,104585763.796446,483714706.649833,49705506.7756916,372419470.69505,390631497.809345,147055695.075618,94421975.0015152,204988306.56341,476127634.566428,230346203.332642,157034751.586683,114275392.33945,144472616.22077,67445588.565578,183856834.338617,79233089.9484002,87060712.1455665,1630775063.22028
277142147.085451,79532030.0191668,122749505.0994,45941706.5762173,49690298.2689677,77040550.6758035,105644481.224042,183644412.996627,771808064.250802,154400189.042764,34652990.494539,47020785.7461217,206612349.725708,213777922.133774,214580970.891817,616665436.150813,204600512.240143,197129724.136064,1782728685.54888,2231758837.26159
81469594.9676102,1950342653.71203,265872231.137023,214288375.470768,847478869.220685,36893224.2187615,147771066.709484,45590279.6351817,239337600.877364,132457550.57818,752541529.10926,1043169119.09792,182187265.858729,878312887.166162,593830368.035414,109124192.467736,119582595.165885,120966444.433193,1719710556.27147,2009251861.64329
88391576.3229134,230284707.214525,98875017.8192215,292575053.004677,334305245.838188,81337181.4399297,617582477.442719,292929742.517592,61296750.7217014,508888785.078242,37408478.2780046,1044608454.30174,180643515.466572,125026504.796583,1453177718.1176,192538007.849575,93771554.153626,341134566.263324,660823098.780105,2389289944.71219
48677510.0368028,523995444.572513,685595223.724407,81696019.5674812,422258660.40008,154622761.639021,1283089219.59716,113310309.347292,346700173.716681,159895101.195648,127369137.488539,1272624758.36876,951404397.077453,102065183.965772,34862051.1655577,76473056.020729,1025732339.39603,134134796.126428,3067735595.60712,2229337859.44806
99641418.4852614,75235832.6855637,458401582.422021,59706566.9888917,330367903.886231,549360275.961689,141036158.370359,545601539.862829,861430798.66932,409507043.099278,586810208.476402,493480427.534275,79910589.6212287,562722667.742686,88742135.378582,227711163.049777,97233640.877176,1652792418.53243,2012286014.28592,1885043815.98155
83751997.9642437,351832265.8787,38440290.3644456,431090724.154768,88731173.0073637,383097112.816808,361208278.009001,511831916.935948,396606100.61144,111658348.115251,181960107.881553,654160628.480381,612994816.601381,121316914.057083,208919660.511262,152697702.150288,167671655.967685,198083354.100026,1811091209.56314,2539233570.7633
120566662.829845,43162320.7711356,67908954.6269028,544696657.626163,81996221.2993901,30603241.5579309,369988219.113646,102798478.6544,234231899.286384,170458406.877014,92002659.2177165,487809648.190618,612280983.38247,74126582.3080508,2105523479.88369,144860590.828069,1421048642.1323,2600042203.93769,3355349392.8163,1598662394.5739
62937500.5497451,164557280.998799,280658454.830647,287819421.934061,1094668283.9517,520672350.830881,298483504.704005,771735100.91321,238378514.007618,758033525.823232,158809122.505871,844508974.719859,2362825394.3391,1811009152.05153,1793284896.4579,716027265.254817,5762440873.45319,2386306444.10964,1282936161.87769,1939565914.00377
2325063450.55178,1040445098.48478,2279722881.39378,359363098.389688,51454439.5501577,863173137.38765,1343401099.7852,48256728.0626325,159091562.116341,748631882.476091,166472182.347121,175614275.814933,2209582539.24263,1118281439.14854,1910856917.99136,3712469367.46018,1093900307.14835,2904087521.97169,3244410030.92402,2285700212.11465
1806342294.96032,966827725.570705,840392965.805035,2025528506.91737,1474734672.90074,2205209512.65437,2111753565.38805,2633114959.557,2799229453.90295,2415331043.5906,739181992.72291,813693854.450261,2474376871.43811,2061815649.43413,694398718.910594,2016836611.02719,1965678686.83548,1096440067.41458,1114274798.18908,2157872237.91033
817374612.986747,705388998.408558,4705096668.43959,3084659780.74487,1693884166.0204,1975021239.40074,2755397821.68108,1894605865.1382,978511146.059872,4580465494.28212,1130722565.50652,441430311.7666,2119768708.45418,1703767127.78395,45137272.7407077,1919242543.42129,1925778300.4677,1717746779.16172,2522785286.10957,2492197997.75242
1826980788.35042,5792640676.9552,1646931531.20354,1716247752.99123,2337596735.55138,1740308917.87834,1728676358.52236,2039813741.55106,3818854930.68964,492188205.748956,1111235095.37457,447692992.992571,241434408.036356,2227052603.03254,1553795287.71032,1373351102.64903,1897036438.68181,1947185866.6175,4632686171.97764,1301024359.44856
2049404341.93519,3751983029.44109,1740022541.9983,2418541545.34832,2741921605.77963,2488853888.09396,994964675.816075,5676058140.87399,1620714046.28624,1918174078.00836,2235367497.76334,1463619682.39914,2053591537.8657,1965865072.81119,1304944086.10751,2791836664.81886,3549029355.46932,4123564369.78692,1409320472.75995,2096810496.51391
1851907417.12083,1878238737.49739,1881143181.52028,2505319707.71748,25223542.0045739,1116922179.55453,1487492967.65349,1206889337.00533,1555992324.46334,3604949053.00577,3279776174.67545,2639978943.94066,1823341086.22208,5212091584.69194,2599467673.01795,1382959141.74606,87583992.2693613,1982783258.69285,3013306400.23973,2389478713.84608
1759313404.43885,2340274844.19034,1925168320.34395,2239635031.36029,1314966788.98545,2532394972.28171,776158682.913376,1492295060.51724,1302211748.58799,2501297527.53112,11937391784.7227,1692016840.83484,4773811995.31624,1452840116.86673,1457945327.03924,1783834049.65746,2190543629.00214,4823579811.88004,2507605111.65333,2230131768.38118
2590788233.51974,2372970999.0261,5322806972.18657,10463347235.8551,2195089884.16136,1932819723.7931,2113697682.32422,1397231810.68703,1452595499.69159,1289788024.10755,1043901772.78351,3130122745.51378,3681579999.70043,3386043733.26781,1250658495.69139,2470095861.66873,1174719088.0941,116440924.470365,15853532402.6573,50442888.4185203
3016292241.13827,1246321459.42779,2114346975.5285,3113297458.26027,2585268367.41509,1449483620.85732,827162591.575038,2914723518.34814,309087540.206528,1929301191.94327,3104292473.41795,1872987808.84906,2252721116.43875,1774890539.38048,2138543484.84796,2382004878.91459,7026324323.30691,2285398736.88584,1972544664.30604,2315049639.48202
