542.34,1129.21,1257.89,1336.61,1450.39,1586.13,1667.71,1811.45,1902.17,2014.19,2058.58,588.36,2080.68,2124.71,2168.51,2184.87,2222.92,2314.59,2415.82,2431.69,2468.59,2505.32,640.674,2541.89,2562.71,2619.67,2778.02,2793.18,2928.25,3065.86,3143.39,718.583,757.287,859.69,948.341,1004.87,1079.68
46.04,38.51,0,200.473,340.944,580,656.009,259.188,488.916,74.352,60.304,102.153,66.4413,90.7756,0,123.732,85.5742,120.91,56.6858,160.206,80.2716,0,29.0013,53.1555,81.5427,15.7555,0,228.457,0.000191346,0,5559.05,0,0,70.3273,45.5522,146.185,113.96,21.0301,164.03
46.04,39.51,0,205.021,370.13,662.576,673.419,266.051,488.331,117.28,118.953,43.4531,1.97415,44.9479,0.0410544,102.393,106.681,89.6941,15.0116,117.008,0,0,0,0,19.5442,24.3748,0,0,0,43.801,5468.72,0,0,114.623,67.3,199.246,148.259,0.827994,93.8473
46.04,40.51,2.36993e-05,171.519,306.854,618.76,544.124,170.964,448.214,70.5276,3.96757,60.0058,0,52.2605,69.8258,80.8407,7.42229,96.355,4.87854,171.488,0,12.8495,77.7948,8.57185e-05,32.3396,0,0.560494,140.913,0,0,5115.4,0,0,62.41,22.9983,155.868,97.9548,0,81.6349
46.04,41.51,3.70824e-07,145.198,269.154,526.073,603.287,221.031,489.356,92.6731,74.6967,72.789,0,59.6987,128.168,1.61324,83.93,60.0374,41.3745,132.593,0,4.93014e-06,0,33.1393,86.2123,0,20.395,181.511,39.6278,1.38055e-06,4347.41,0,0,121.734,144.561,137.255,127.701,30.3954,132.391
46.04,42.51,0,172.842,356.89,552.141,620.439,241.708,505.454,101.606,52.7439,0.0600908,0,44.8428,38.9384,0,86.5661,0,20.8013,141.803,18.8202,14.3631,26.6303,12.2694,45.0166,0,0,127.841,0,0,5087.17,0,0,0,1.34391,171.593,118.651,0.281045,156.858
46.04,43.51,0,121.252,253.06,589.696,567.644,237.431,513.431,1.08367e-06,109.478,198.333,0.0675038,107.822,227.937,1.58873e-06,1.73834e-06,77.9121,185.433,99.8123,52.0028,0,0,48.8178,42.0507,0,156.58,33.7065,0,0,4275.59,0,0,75.0588,32.4138,151.625,79.448,0,164.494
46.04,44.51,0.524104,153.335,286.879,583.491,668.664,235.831,488.079,1.76223e-06,43.4588,24.279,8.49728,31.8282,44.7462,52.0749,42.8256,38.3332,0,113.326,0.0583586,56.6845,0,0,54.8089,2.11667e-05,0.012692,118.129,0,0,5233.34,0.0272146,0,127.066,132.913,215.979,101.328,69.5311,110.332
46.04,45.51,0,206.048,216.506,553.586,636.918,208.057,513.431,42.6061,101.707,60.0566,0,50.4516,53.9997,0,1.50778e-06,35.1319,80.2086,126.522,81.8445,23.4161,0,90.8881,81.7255,160.042,162.052,100.58,0,0,4482.82,0,0,57.3133,80.5196,115.446,129.248,0.00220571,118.89
46.04,46.51,0,177.896,261.109,486.526,573.953,300.388,449.345,90.329,54.8713,55.033,0.31859,47.0839,78.1885,92.1371,0,122.771,0,79.7739,68.0675,0,116.008,14.0726,27.7603,155.386,31.8788,34.649,0,0,4279.22,0,0,97.6704,74.8776,186.472,99.0387,0.0226213,150.14
46.04,47.51,0,0,284.414,469.774,669.645,209.09,492.78,33.2748,0,1.22452,0.000260173,19.3102,79.7124,0.00110259,1.13476e-06,58.957,0.00365547,167.912,0.00139299,0,0,0.0598436,122.007,0.0089805,0,0.0179026,0,0,4843.45,0,0,96.9103,82.3689,0.459682,129.638,3.88392e-07,196.722
