522.545,1135.38,1209.09,1227.42,1306.42,1450.39,1580.27,1656.11,1725.5,1771.45,1811.45,581.801,1868.27,1991.91,2019.76,2064.11,2086.2,2152.11,2195.76,2309.22,2373.35,2405.22,679.712,2426.4,2484.35,2547.1,2619.67,2793.18,2818.37,2928.25,3119.25,3148.21,705.645,737.955,859.69,942.039,1017.38,1073.47
43.23,42.51,47.7181,323.363,222.122,87.6641,690.656,479.678,274.544,386.116,0,0,277.379,42.3096,108.39,201.5,0,56.22,62.161,147.841,107.709,210.224,0,40.3037,95.3562,77.2247,0.015748,0.321346,370.083,269.489,351.711,3206.91,0,0,35.152,158.711,198.793,145.106,0,79.9554
43.23,43.51,0.460858,121.92,166.3,311.017,476.876,403.385,311.456,234.703,30.8933,0,231.478,0,65.4326,100.129,86.7414,111.154,159.925,41.7285,290.868,289.531,164.513,206.284,222.582,64.2924,134.76,98.244,277.898,129.356,55.6067,2221.51,0,0,9.71339,130.905,72.1326,127.519,0,99.9876
43.23,44.51,0,116.715,268.3,102.403,401.631,363.446,162.663,290.145,0,0,168.171,0,1.71016e-06,0,196.508,0,176.597,161.615,121.387,219.901,0,1.8774e-05,0,120.181,0,89.5096,220.674,332.481,0,1835.85,0,0,194.504,0,187.171,87.6005,0,0
43.23,45.51,0,255.773,250.572,184.936,418.158,306.448,219.798,228.368,0,0,189.052,0,0,76.7551,53.2598,68.9268,111.537,4.27266e-08,164.013,249.85,0,145.393,78.1289,78.6431,28.471,0,257.91,536.86,35.555,1907.38,0,0,39.2317,110.608,113.827,85.8519,0.720945,20.8012
43.23,46.51,0,7.07165,141.642,10.1651,367.407,259.167,163.954,238.783,0,0,140.974,36.8811,0,71.3577,68.2468,77.7729,121.058,113.59,8.26229,167.942,0,36.8325,172.668,84.43,205.877,124.567,267.735,223.198,0,1609.04,48.6167,0,0,130.867,146.091,168.348,0,0.000102962
43.23,47.51,0,67.029,131.487,174.853,243.417,185.848,209.661,161.256,0,0,135.401,36.8211,0,96.7578,61.6541,0.00051214,164.284,115.836,254.371,215.577,0,76.0537,210.963,295.98,129.011,22.6984,165.849,218.038,100.156,1344.21,0.00590714,0,10.6621,0.000217455,123.348,53.7853,0,8.17252
43.23,48.51,0,0,174.064,55.3571,366.831,251.908,210.473,217.574,0,0,201.761,0,0,99.9541,0,49.0968,138.645,0,130.802,209.963,0,0,16.6614,142.912,84.3117,0,285.173,0,177.071,1951.25,0,0,99.5666,3.01873e-06,86.8589,46.7158,0,5.38897e-05
43.23,49.51,0,100.218,186.825,0,297.98,267.848,126.626,204.076,0,0,174.949,0,5.56785,20.7725,142.264,12.2108,153.147,160.554,154.092,183.764,46.8242,0.0252924,47.9845,138.116,104.425,126.289,198.891,57.3397,140.32,1869.79,0,0,94.8147,75.4153,153.114,70.9957,0,16.1758
43.23,50.51,37.4795,163.553,141.184,81.9237,350.324,287.046,149.022,247.843,0,0,146.504,2.66797,0.168911,159.482,50.3308,61.1561,174.7,180.042,157.631,210.758,0,53.9542,74.4583,56.6769,70.3269,12.3467,164.144,155.925,132.813,2152.85,43.2962,0,28.3014,100.285,136.667,118.651,0,89.8875
43.23,51.51,0.696012,227.145,194.754,148.965,434.715,351.41,199.833,248.86,27.3962,0,127.764,0,0,278.501,0,279.005,0,6.50787e-06,271.819,262.621,68.8287,195.117,116.571,1.59011e-06,91.8734,0.480696,172.747,331.642,45.0739,2020.87,0,0,119.855,97.235,100.28,79.029,0,0
43.23,52.51,0,129.602,153.111,161.206,326.905,363.427,232.773,278.045,0,0,107.988,27.1142,96.8096,115.914,89.3132,52.808,101.414,180.97,111.941,264.976,0,130.198,111.456,70.9744,111.746,138.78,116.576,202.775,28.6885,1986.35,0,0,81.2632,73.0801,112.385,68.0208,0,1.68897e-05
43.23,53.51,41.7366,6.05343e-06,133.578,126.363,367.351,389.615,248.353,374.49,0,0,221.1,0,43.6185,191.402,0,1.87273,70.8471,91.0485,124.591,158.278,0,117.899,78.9661,25.7481,0,0.685923,205.575,149.114,0,2410.55,0,0,82.9691,118.646,101.221,113.324,0,34.5015
43.23,54.51,0,59.7935,110.761,84.4762,462.831,386.314,220.894,296.644,0,0,112.59,0,24.6338,137.141,51.6627,24.6709,87.1088,193.569,94.7471,278.466,0,84.6145,53.5777,71.3648,105.142,32.8942,284.126,151.688,29.0741,2742.49,0,0,172.628,0,171.912,39.1341,0,12.3837
