4061.6030611336,3434.65171596336,2982.04191367336,2046.15093196614,1993.02708572749,1137.59063292508,1271.31801492993,1028.08548258631,1088.16827116256,540.567259093206,674.921905301578,1282.59267224354,951.496699812698,1028.89452895528,1095.89265786036,856.806285130361,985.382621035021,1175.22748528638,1197.37449760969,824.753935818063,719.135287224792,674.712855728131,444.563932010441,212.169154637792,750.619466536284
481.192590512823,459.483359109786,482.318573142758,198.711840417995,273.688739375071,109.774743773546,360.851470960432,226.469955954387,63.1514723093438,61.8985607150681,61.2291778865754,-269.818296812078,76.1956233064882,-183.199420941377,-7.24357325233563,115.95338872952,-118.456226800996,-127.250065641197,-54.2381208176646,101.362040184836,-59.565829867107,-43.0549846297079,-69.3305553237508,-90.769388817588,-36.4004743942853
123.963631924522,194.617712009798,6.87253210896307,-42.9979532863497,-22.6037856827655,-128.234843007363,-82.7137289645682,-90.6030276929757,-13.9104107917174,-111.478271853692,-18.7041181215891,-138.010729737556,-384.31700620989,-233.368040283328,-338.968950720905,-138.617508993587,-251.158819907367,-134.498376495791,-97.5411178018392,-56.882048513145,-142.28415550893,-53.8070568493403,-90.1924291778403,234.211239518385,167.303679141927
-201.938201387775,-89.6701878076667,-52.6269819141587,-81.0337952375261,-338.566156272538,-325.431333311859,-262.067753759899,-124.505530345423,-304.060808734217,-291.44901591856,-86.2332505312055,-7.38919220099875,-227.189806690174,-220.15017099636,-318.878311829266,-216.346169466066,-255.786017000433,-173.281657629162,-196.488978177058,-148.29336854533,-159.874479362345,-77.6609348028668,-95.1010270233752,-42.7536666721479,-56.2287517960906
-220.33065258351,-173.095354118989,-104.828730438717,-202.710227712936,-305.449292003318,-316.155946052899,-300.522104772534,-332.627836127397,-348.448727601446,-237.531657210568,-222.414882036699,-247.318132975704,-172.363162937911,-184.373518397362,-279.336818006855,-319.321798469114,-164.594936407388,-311.783060501878,-251.98200262941,-203.159752360363,-224.195498938009,-95.2640662115482,-126.628110207007,-128.323420629478,-200.964789851413
-282.396598180408,-258.313570114854,-145.069638005384,-12.1647779302562,-217.688785729997,-320.129503386646,-250.850106405699,-293.989643781975,-531.065747301741,-376.326363961743,-362.691242955048,-268.734360732687,-193.756314739325,-214.347090327791,-164.735006731457,-303.856246544685,-178.996665286906,-137.258894125352,-94.3044820333405,-268.075075050555,-304.300641704769,-373.48610627933,-148.352740772789,-218.543590989094,-194.780701829617
-29.4907857857957,-67.7695915383835,-218.382197381166,-109.946838859785,-197.238518137342,-317.225485264337,-192.683760505457,-177.949359065921,-331.694302366219,-253.874772864883,-303.212455489218,-269.845783408511,-346.304872843854,-269.392304052661,-165.465199942637,-233.22069188546,-210.67524661725,-246.456848280602,-176.968553981135,-384.323626306364,-335.870297683081,-378.80888682402,-292.211135089179,-149.214068549263,41.2609506799956
43.8894344354699,-69.3409090993297,-39.1670881482546,-109.782879141918,-215.363953373351,-245.220833692006,-239.814548393228,-192.176695117746,-300.447034845743,-417.074190954768,-383.686240554569,-196.404633324022,-318.629470717524,-290.022748376012,-273.813690755873,-274.375449388907,-355.099059662303,-263.502288043721,-257.056089813281,-126.252748502206,-280.755840683451,-267.645325669554,-286.802650362296,-140.531295849014,-68.6316796050889
66.6530789897118,-17.4129705824958,-32.1760090134194,-66.0109940851805,-130.663931648395,-221.011507726972,-201.219292358677,-129.496796375891,-399.195588813592,-321.295626476603,-275.968021114107,-277.171642778645,-130.757429192369,-146.85273447221,-278.299782068797,-271.635469050535,-288.238935877916,-386.536490218106,-241.360509339361,-179.958513523035,-148.397302872864,-182.120975398359,-169.898299875945,-183.209707162068,-254.964653482778
120.677503833887,-2.96961938694951,-40.8725691228551,-169.631170203509,-154.753342387216,-158.911470420953,-173.361968380405,-105.141108720818,-181.352802655981,-188.083408449259,-282.134358670402,-208.919900627757,-100.786544224324,-163.618310175486,-200.15699391415,-332.22408199544,-262.596388278672,-316.487105470572,-350.335080631404,-337.438725245709,-182.706217439064,-205.847007786628,-197.0405614501,-156.967182900001,-228.734356776278
