0.09,-0.000807964550843068
0.089875,-0.000790700351038729
0.08975,-0.000788973931058295
0.089625,-0.000794728664326408
0.0895,-0.000798181504287276
0.089375,-0.000790124877711918
0.08925,-0.000772860677907579
0.089125,-0.000786096564424239
0.089,-0.000788398457731484
0.088875,-0.000783794671116994
0.08875,-0.000778039937848881
0.088625,-0.00078206825113656
0.0885,-0.000774011624561202
0.088375,-0.000771709731253956
0.08825,-0.000767105944639466
0.088125,-0.000767105944639466
0.088,-0.00076020026471773
0.087875,-0.000775162571214824
0.08775,-0.000770558784600334
0.087625,-0.000797606030960465
0.0875,-0.00078206825113656
0.087375,-0.000763077631351787
0.08725,-0.00077343615123439
0.087125,-0.000759049318064108
0.087,-0.000753294584795995
0.086875,-0.000749266271508316
0.08675,-0.000776888991195258
0.086625,-0.000770558784600334
0.0865,-0.000767681417966277
0.086375,-0.000766530471312655
0.08625,-0.000753870058122806
0.086125,-0.00076020026471773
0.086,-0.000772860677907579
0.085875,-0.000767681417966277
0.08575,-0.00076422857800541
0.085625,-0.000755021004776429
0.0855,-0.000744662484893825
0.085375,-0.000753294584795995
0.08525,-0.000760775738044542
0.085125,-0.000749266271508316
0.085,-0.000761351211371353
0.084875,-0.000765379524659032
0.08475,-0.000761926684698164
0.084625,-0.000753870058122806
0.0845,-0.000758473844737296
0.084375,-0.000765379524659032
0.08425,-0.000772285204580768
0.084125,-0.000786096564424239
0.084,-0.000756747424756862
0.083875,-0.00076020026471773
0.08375,-0.000758473844737296
0.083625,-0.000739483224952523
0.0835,-0.000738907751625712
0.083375,-0.000748690798181504
0.08325,-0.000761351211371353
0.083125,-0.000752719111469183
0.083,-0.000757898371410485
0.082875,-0.000744662484893825
0.08275,-0.000748690798181504
0.082625,-0.00076422857800541
0.0825,-0.000756171951430051
0.082375,-0.000738907751625712
0.08225,-0.000752719111469183
0.082125,-0.000750417218161938
0.082,-0.000749841744835127
0.081875,-0.000749841744835127
0.08175,-0.000753294584795995
0.081625,-0.000745237958220636
0.0815,-0.000759624791390919
