Z (um),Deflection (um)
0.0228,-0.010077
0.0227,-0.010088
0.0226,-0.010068
0.0225,-0.010016
0.0224,-0.0099931
0.0223,-0.0099672
0.0222,-0.0099902
0.0221,-0.0099701
0.022,-0.0099154
0.0219,-0.0099528
0.0218,-0.0099413
0.0217,-0.0098924
0.0216,-0.009832
0.0215,-0.0098233
0.0214,-0.0098118
0.0213,-0.0098089
0.0212,-0.0098233
0.0211,-0.0097197
0.021,-0.0097284
0.0209,-0.0096996
0.0208,-0.0096708
0.0207,-0.0095931
0.0206,-0.0096478
0.0205,-0.0096363
0.0204,-0.0095212
0.0203,-0.0095586
0.0202,-0.0095615
0.0201,-0.0094924
0.02,-0.0094953
0.0199,-0.0094119
0.0198,-0.0094176
0.0197,-0.0093543
0.0196,-0.009363
0.0195,-0.0093716
0.0194,-0.0093572
0.0193,-0.0093313
0.0192,-0.0093284
0.0191,-0.0093083
0.019,-0.0093169
0.0189,-0.0092881
0.0188,-0.0092565
0.0187,-0.0092248
0.0186,-0.0091155
0.0185,-0.0090407
0.0184,-0.0091126
0.0183,-0.0091673
0.0182,-0.0090723
0.0181,-0.0090177
0.018,-0.0089831
0.0179,-0.009009
0.0178,-0.0089975
0.0177,-0.0089572
0.0176,-0.0089659
0.0175,-0.0090062
0.0174,-0.0089313
0.0173,-0.0089313
0.0172,-0.0089141
0.0171,-0.0088796
0.017,-0.0088652
0.0169,-0.008776
0.0168,-0.008868
0.0167,-0.0088019
0.0166,-0.0087443
0.0165,-0.0087127
0.0164,-0.008681
0.0163,-0.0086925
0.0162,-0.0086666
0.0161,-0.0086407
0.016,-0.0086321
0.0159,-0.0086177
0.0158,-0.0085026
0.0157,-0.008494
0.0156,-0.0085285
0.0155,-0.0085084
0.0154,-0.0084796
0.0153,-0.0084767
0.0152,-0.0084479
0.0151,-0.0084019
0.015,-0.0084595
0.0149,-0.0084652
0.0148,-0.0084249
0.0147,-0.0082983
0.0146,-0.0082868
0.0145,-0.0082696
0.0144,-0.0081976
0.0143,-0.0081688
0.0142,-0.0081688
0.0141,-0.0082178
0.014,-0.0081142
0.0139,-0.0080681
0.0138,-0.008048
0.0137,-0.0080624
0.0136,-0.0080336
0.0135,-0.0080307
0.0134,-0.0080279
0.0133,-0.008071
0.0132,-0.0080279
0.0131,-0.0079617
0.013,-0.0079473
0.0129,-0.0079818
0.0128,-0.0079732
0.0127,-0.0079991
0.0126,-0.0078984
0.0125,-0.007861
0.0124,-0.0078207
0.0123,-0.0078408
0.0122,-0.0077344
0.0121,-0.0077487
0.012,-0.0078005
0.0119,-0.00772
0.0118,-0.0076452
0.0117,-0.007648
0.0116,-0.0076538
0.0115,-0.0076308
0.0114,-0.0075128
0.0113,-0.0074725
0.0112,-0.0074754
0.0111,-0.0074754
0.011,-0.0074553
0.0109,-0.0074581
0.0108,-0.0073804
0.0107,-0.0073603
0.0106,-0.0073862
0.0105,-0.0073661
0.0104,-0.007438
0.0103,-0.0073545
0.0102,-0.0073862
0.0101,-0.007297
0.01,-0.0072682
0.0099,-0.007202
0.0098,-0.0072279
0.0097,-0.0071877
0.0096,-0.0071905
0.0095,-0.0071934
0.0094,-0.0071013
0.0093,-0.007179
0.0092,-0.0070927
0.0091,-0.0070697
0.009,-0.0070582
0.0089,-0.006946
0.0088,-0.0069978
0.0087,-0.006992
0.0086,-0.007015
0.0085,-0.0069402
0.0084,-0.0068683
0.0083,-0.0067532
0.0082,-0.0067043
0.0081,-0.0067129
0.008,-0.0066611
0.0079,-0.0066669
0.0078,-0.0065403
0.0077,-0.0065662
0.0076,-0.0064913
0.0075,-0.006546
0.0074,-0.0065431
0.0073,-0.0064798
0.0072,-0.0064395
0.0071,-0.0065028
0.007,-0.0064597
0.0069,-0.0064165
0.0068,-0.0063647
0.0067,-0.0063273
0.0066,-0.0062928
0.0065,-0.0062439
0.0064,-0.006241
0.0063,-0.0062036
0.0062,-0.0061662
0.0061,-0.0061604
0.006,-0.0061547
0.0059,-0.0060885
0.0058,-0.0060482
0.0057,-0.0062727
0.0056,-0.0063216
0.0055,-0.0062583
0.0054,-0.0062468
0.0053,-0.0062727
0.0052,-0.0063072
0.0051,-0.0063043
0.005,-0.0062468
0.0049,-0.0062324
0.0048,-0.0061662
0.0047,-0.0062007
0.0046,-0.0062036
0.0045,-0.0061835
0.0044,-0.0061978
0.0043,-0.0060943
0.0042,-0.0059878
0.0041,-0.0060425
0.004,-0.00589
0.0039,-0.005818
0.0038,-0.0057576
0.0037,-0.0057691
0.0036,-0.0057029
0.0035,-0.0057202
0.0034,-0.0056655
0.0033,-0.0055361
0.0032,-0.0054526
0.0031,-0.005444
0.003,-0.0054066
0.0029,-0.0053203
0.0028,-0.0052368
0.0027,-0.0052828
0.0026,-0.0051591
0.0025,-0.0050239
0.0024,-0.0049519
0.0023,-0.0049088
0.0022,-0.0048829
0.0021,-0.004811
0.002,-0.0047275
0.0019,-0.0047764
0.0018,-0.0046642
0.0017,-0.0046757
0.0016,-0.0045664
0.0015,-0.0044513
0.0014,-0.0044168
0.0013,-0.0044196
0.0012,-0.0043563
0.0011,-0.0042988
0.001,-0.0042556
0.0009,-0.0041607
0.0008,-0.004083
0.0007,-0.0040283
0.0006,-0.0039305
0.0005,-0.0039852
0.0004,-0.0039334
0.0003,-0.0037578
0.0002,-0.0036715
0.0001,-0.0035392
0,-0.0035018
-0.0001,-0.0034471
-0.0002,-0.0033406
-0.0003,-0.0033032
-0.0004,-0.003237
-0.0005,-0.0031133
-0.0006,-0.0030011
-0.0007,-0.0029522
-0.0008,-0.0029119
-0.0009,-0.0028659
-0.001,-0.0028745
-0.0011,-0.0027249
-0.0012,-0.0025868
-0.0013,-0.0025896
-0.0014,-0.0024774
-0.0015,-0.0023479
-0.0016,-0.0022501
-0.0017,-0.0021724
-0.0018,-0.0021264
-0.0019,-0.0020487
-0.002,-0.0019192
-0.0021,-0.0018559
-0.0022,-0.0017868
-0.0023,-0.0017178
-0.0024,-0.001548
-0.0025,-0.0015854
-0.0026,-0.0014531
-0.0027,-0.0012948
-0.0028,-0.0012804
-0.0029,-0.0011452
-0.003,-0.0010934
-0.0031,-0.00099845
-0.0032,-0.00090349
-0.0033,-0.00082868
-0.0034,-0.00071934
-0.0035,-0.0006359
-0.0036,-0.00058123
-0.0037,-0.00042585
-0.0038,-0.00034816
-0.0039,-0.00022443
-0.004,-0.00013524
-0.0041,-5.1793e-05
-0.0042,9.783e-05
-0.0043,0.00018127
-0.0044,0.00023882
-0.0045,0.0002791
-0.0046,0.00042297
-0.0047,0.00051793
-0.0048,0.00066467
-0.0049,0.00079991
-0.005,0.00084307
-0.0051,0.00093514
-0.0052,0.0010502
-0.0053,0.0011567
-0.0054,0.0012315
-0.0055,0.0014099
-0.0056,0.0015135
-0.0057,0.0015365
-0.0058,0.0016631
-0.0059,0.0017437
-0.006,0.0019077
-0.0061,0.0020199
-0.0062,0.0020659
-0.0063,0.0021005
-0.0064,0.0022933
-0.0065,0.0024458
-0.0066,0.00244
-0.0067,0.0025321
-0.0068,0.0026069
-0.0069,0.0026788
-0.007,0.0028486
-0.0071,0.002909
-0.0072,0.0028774
-0.0073,0.0031219
-0.0074,0.0032543
-0.0075,0.0033377
-0.0076,0.0034097
-0.0077,0.0034701
-0.0078,0.0035507
-0.0079,0.0037032
-0.008,0.0038672
-0.0081,0.0039075
-0.0082,0.0040887
-0.0083,0.0041578
-0.0084,0.0042729
-0.0085,0.0043909
-0.0086,0.0045693
-0.0087,0.0046153
-0.0088,0.004762
-0.0089,0.004762
-0.009,0.0048599
-0.0091,0.0049922
-0.0092,0.0050383
-0.0093,0.005303
-0.0094,0.0053231
-0.0095,0.0054152
-0.0096,0.0055188
-0.0097,0.005608
-0.0098,0.0056914
-0.0099,0.0058411
-0.01,0.0059274
-0.0101,0.006123
-0.0102,0.006218
-0.0103,0.0063762
-0.0104,0.0063273
-0.0105,0.0065057
-0.0106,0.0065805
-0.0107,0.0066496
-0.0108,0.006664
-0.0109,0.0068596
-0.011,0.0069805
-0.0111,0.0070064
-0.0112,0.0070956
-0.0113,0.0072337
-0.0114,0.0073862
-0.0115,0.0074639
-0.0116,0.0075416
-0.0117,0.007579
-0.0118,0.0077459
-0.0119,0.0078696
-0.012,0.0080192
-0.0121,0.0082149
-0.0122,0.0083875
-0.0123,0.008353
-0.0124,0.0084997
-0.0125,0.0085343
-0.0126,0.0086609
-0.0127,0.0087904
-0.0128,0.0088623
-0.0129,0.0089429
-0.013,0.0090925
-0.0131,0.0092536
-0.0132,0.0093687
-0.0133,0.0094004
-0.0134,0.0095298
-0.0135,0.0096536
-0.0136,0.0097313
-0.0137,0.0097974
-0.0138,0.0098463
-0.0139,0.010013
-0.014,0.010212
-0.0141,0.010223
-0.0142,0.010336
-0.0143,0.010502
-0.0144,0.010678
-0.0145,0.01077
-0.0146,0.010738
-0.0147,0.010839
-0.0148,0.011049
-0.0149,0.011012
-0.015,0.011242
-0.0151,0.011371
-0.0152,0.011486
-0.0153,0.011466
-0.0154,0.011587
-0.0155,0.011665
-0.0156,0.011812
-0.0157,0.011835
-0.0158,0.011907
-0.0159,0.012122
-0.016,0.012275
-0.0161,0.012401
-0.0162,0.012485
-0.0163,0.012583
-0.0164,0.012747
-0.0165,0.012847
-0.0166,0.012893
-0.0167,0.013023
-0.0168,0.013127
-0.0169,0.013233
-0.017,0.013173
-0.0171,0.013319
-0.0172,0.013506
-0.0173,0.013527
-0.0174,0.013682
-0.0175,0.013665
-0.0176,0.013803
-0.0177,0.013941
-0.0178,0.014119
-0.0179,0.014254
-0.018,0.01445
-0.0181,0.014516
-0.0182,0.014706
-0.0183,0.014747
-0.0184,0.014781
-0.0185,0.014931
-0.0186,0.015063
-0.0187,0.015198
-0.0188,0.015213
-0.0189,0.015345
-0.019,0.0154
-0.0191,0.015497
-0.0192,0.015584
-0.0193,0.015702
-0.0194,0.015889
-0.0195,0.015897
-0.0196,0.016151
-0.0197,0.016289
-0.0198,0.016277
-0.0199,0.016277
-0.02,0.016401
-0.0201,0.016597
-0.0202,0.016637
-0.0203,0.016671
-0.0204,0.016792
-0.0205,0.01691
-0.0206,0.017132
-0.0207,0.017146
-0.0208,0.017281
-0.0209,0.017348
-0.021,0.017517
-0.0211,0.017776
-0.0212,0.017851
-0.0213,0.017854
-0.0214,0.018047
-0.0215,0.018076
-0.0216,0.018053
-0.0217,0.018219
-0.0218,0.018343
-0.0219,0.018383
-0.022,0.018648
-0.0221,0.018645
-0.0222,0.018781
-0.0223,0.018988
-0.0224,0.019065
-0.0225,0.019298
-0.0226,0.019278
-0.0227,0.019419
-0.0228,0.019468
-0.0229,0.019716
-0.023,0.019704
-0.0231,0.019865
-0.0232,0.019923
-0.0233,0.019983
-0.0234,0.020176
-0.0235,0.020179
-0.0236,0.020308
-0.0237,0.020331
-0.0238,0.020383
-0.0239,0.020424
-0.024,0.020737
-0.0241,0.020872
-0.0242,0.020941
-0.0243,0.021045
-0.0244,0.021212
-0.0245,0.021341
-0.0246,0.021272
-0.0247,0.021413
-0.0248,0.021698
-0.0249,0.021874
-0.025,0.021845
-0.0251,0.021977
-0.0252,0.022018
-0.0253,0.022219
-0.0254,0.022219
-0.0255,0.022302
-0.0256,0.02257
-0.0257,0.022731
-0.0258,0.022806
-0.0259,0.022846
-0.026,0.023013
-0.0261,0.023157
-0.0262,0.023243
-0.0263,0.023258
-0.0264,0.023439
-0.0265,0.0236
-0.0266,0.023741
-0.0267,0.023874
-0.0268,0.023865
-0.0269,0.024075
-0.027,0.024132
-0.0271,0.024155
-0.0272,0.024233
-0.0273,0.024374
-0.0274,0.024443
-0.0275,0.02457
-0.0276,0.024809
-0.0277,0.024837
-0.0278,0.024906
-0.0279,0.025053
-0.028,0.025194
-0.0281,0.02522
-0.0282,0.02535
-0.0283,0.025387
-0.0284,0.02558
-0.0285,0.025824
-0.0286,0.025752
-0.0287,0.025919
-0.0288,0.026147
-0.0289,0.026285
-0.029,0.026345
-0.0291,0.026426
-0.0292,0.026437
-0.0293,0.026673
-0.0294,0.026719
-0.0295,0.026889
-0.0296,0.026981
-0.0297,0.027148
-0.0298,0.027191
-0.0299,0.02728
-0.03,0.027275
-0.03,0.027436
-0.0299,0.027312
-0.0298,0.027237
-0.0297,0.027214
-0.0296,0.027128
-0.0295,0.027122
-0.0294,0.026987
-0.0293,0.026852
-0.0292,0.026806
-0.0291,0.026601
-0.029,0.026552
-0.0289,0.026478
-0.0288,0.02625
-0.0287,0.026265
-0.0286,0.026086
-0.0285,0.026075
-0.0284,0.026029
-0.0283,0.025974
-0.0282,0.025899
-0.0281,0.025767
-0.028,0.025637
-0.0279,0.025358
-0.0278,0.025375
-0.0277,0.025361
-0.0276,0.02537
-0.0275,0.02507
-0.0274,0.024999
-0.0273,0.024817
-0.0272,0.024662
-0.0271,0.024564
-0.027,0.024639
-0.0269,0.024484
-0.0268,0.024458
-0.0267,0.024345
-0.0266,0.024248
-0.0265,0.024164
-0.0264,0.024049
-0.0263,0.02394
-0.0262,0.02362
-0.0261,0.023761
-0.026,0.023661
-0.0259,0.023531
-0.0258,0.023367
-0.0257,0.02322
-0.0256,0.023128
-0.0255,0.023059
-0.0254,0.022964
-0.0253,0.022748
-0.0252,0.022561
-0.0251,0.022556
-0.025,0.022484
-0.0249,0.022297
-0.0248,0.022161
-0.0247,0.021943
-0.0246,0.021946
-0.0245,0.021954
-0.0244,0.021739
-0.0243,0.021793
-0.0242,0.021626
-0.0241,0.021405
-0.024,0.021385
-0.0239,0.021376
-0.0238,0.021235
-0.0237,0.021036
-0.0236,0.020901
-0.0235,0.020875
-0.0234,0.020806
-0.0233,0.020547
-0.0232,0.020498
-0.0231,0.020524
-0.023,0.020283
-0.0229,0.020035
-0.0228,0.020026
-0.0227,0.019894
-0.0226,0.019768
-0.0225,0.019788
-0.0224,0.01946
-0.0223,0.019336
-0.0222,0.019393
-0.0221,0.019313
-0.022,0.019221
-0.0219,0.018973
-0.0218,0.018884
-0.0217,0.018806
-0.0216,0.018571
-0.0215,0.018467
-0.0214,0.01836
-0.0213,0.018248
-0.0212,0.018248
-0.0211,0.018102
-0.021,0.017955
-0.0209,0.017883
-0.0208,0.017949
-0.0207,0.017797
-0.0206,0.017742
-0.0205,0.01748
-0.0204,0.017445
-0.0203,0.017399
-0.0202,0.017161
-0.0201,0.017008
-0.02,0.016876
-0.0199,0.01685
-0.0198,0.016712
-0.0197,0.0166
-0.0196,0.016507
-0.0195,0.016361
-0.0194,0.016277
-0.0193,0.016154
-0.0192,0.016027
-0.0191,0.016102
-0.019,0.015906
-0.0189,0.015739
-0.0188,0.015552
-0.0187,0.015549
-0.0186,0.015546
-0.0185,0.015426
-0.0184,0.015357
-0.0183,0.015207
-0.0182,0.015031
-0.0181,0.015023
-0.018,0.014853
-0.0179,0.01468
-0.0178,0.014582
-0.0177,0.01443
-0.0176,0.014387
-0.0175,0.014306
-0.0174,0.014157
-0.0173,0.013964
-0.0172,0.013878
-0.0171,0.013771
-0.017,0.013685
-0.0169,0.013515
-0.0168,0.013374
-0.0167,0.013276
-0.0166,0.013187
-0.0165,0.013106
-0.0164,0.012997
-0.0163,0.012974
-0.0162,0.012847
-0.0161,0.012666
-0.016,0.012528
-0.0159,0.012436
-0.0158,0.012376
-0.0157,0.012309
-0.0156,0.012096
-0.0155,0.011901
-0.0154,0.011817
-0.0153,0.011722
-0.0152,0.011783
-0.0151,0.011604
-0.015,0.011432
-0.0149,0.011325
-0.0148,0.011138
-0.0147,0.011153
-0.0146,0.011153
-0.0145,0.010917
-0.0144,0.010776
-0.0143,0.010764
-0.0142,0.010471
-0.0141,0.010448
-0.014,0.010456
-0.0139,0.010146
-0.0138,0.010002
-0.0137,0.0099097
-0.0136,0.0098694
-0.0135,0.0097715
-0.0134,0.0096795
-0.0133,0.0094234
-0.0132,0.0092881
-0.0131,0.0092709
-0.013,0.0092018
-0.0129,0.0091097
-0.0128,0.0090177
-0.0127,0.0089745
-0.0126,0.0088911
-0.0125,0.0086551
-0.0124,0.008563
-0.0123,0.0085084
-0.0122,0.0083559
-0.0121,0.0082293
-0.012,0.0080106
-0.0119,0.0079588
-0.0118,0.0078466
-0.0117,0.0077919
-0.0116,0.007648
-0.0115,0.0074581
-0.0114,0.0074409
-0.0113,0.0074063
-0.0112,0.0073488
-0.0111,0.0072337
-0.011,0.0070265
-0.0109,0.0068194
-0.0108,0.0067647
-0.0107,0.006664
-0.0106,0.006523
-0.0105,0.0063993
-0.0104,0.0063245
-0.0103,0.006195
-0.0102,0.0060396
-0.0101,0.0059101
-0.01,0.0057519
-0.0099,0.0057749
-0.0098,0.0056828
-0.0097,0.0054526
-0.0096,0.0054008
-0.0095,0.0053461
-0.0094,0.0051332
-0.0093,0.005067
-0.0092,0.0049145
-0.0091,0.0048541
-0.009,0.0047534
-0.0089,0.0047563
-0.0088,0.0045606
-0.0087,0.0044168
-0.0086,0.0043017
-0.0085,0.0042556
-0.0084,0.0041607
-0.0083,0.0040139
-0.0082,0.0039823
-0.0081,0.0038442
-0.008,0.0037348
-0.0079,0.003542
-0.0078,0.003401
-0.0077,0.0032083
-0.0076,0.0030932
-0.0075,0.0030874
-0.0074,0.0029752
-0.0073,0.0029263
-0.0072,0.0027249
-0.0071,0.0026616
-0.007,0.0025292
-0.0069,0.002486
-0.0068,0.0022789
-0.0067,0.002112
-0.0066,0.0020458
-0.0065,0.0020084
-0.0064,0.0019365
-0.0063,0.0018329
-0.0062,0.0015998
-0.0061,0.0015049
-0.006,0.0013639
-0.0059,0.0012401
-0.0058,0.0011366
-0.0057,0.0010675
-0.0056,0.00090062
-0.0055,0.0006733
-0.0054,0.00061288
-0.0053,0.00050066
-0.0052,0.00044887
-0.0051,0.00042873
-0.005,0.00031076
-0.0049,0.00010646
-0.0048,9.2076e-05
-0.0047,-7.4812e-05
-0.0046,-0.00020717
-0.0045,-0.00032802
-0.0044,-0.00050642
-0.0043,-0.00060425
-0.0042,-0.00073661
-0.0041,-0.00079128
-0.004,-0.00086896
-0.0039,-0.0011481
-0.0038,-0.0012085
-0.0037,-0.0012286
-0.0036,-0.0012776
-0.0035,-0.0014444
-0.0034,-0.0014905
-0.0033,-0.0016718
-0.0032,-0.0018156
-0.0031,-0.0018099
-0.003,-0.0019969
-0.0029,-0.002089
-0.0028,-0.0022041
-0.0027,-0.0022702
-0.0026,-0.0024055
-0.0025,-0.0024774
-0.0024,-0.0026702
-0.0023,-0.002745
-0.0022,-0.0028687
-0.0021,-0.0029234
-0.002,-0.0030615
-0.0019,-0.0032428
-0.0018,-0.0032917
-0.0017,-0.0033752
-0.0016,-0.0035046
-0.0015,-0.0036284
-0.0014,-0.0037032
-0.0013,-0.0038096
-0.0012,-0.0039736
-0.0011,-0.004011
-0.001,-0.0041175
-0.0009,-0.0043563
-0.0008,-0.0044139
-0.0007,-0.0044887
-0.0006,-0.0045923
-0.0005,-0.0046872
-0.0004,-0.004811
-0.0003,-0.0049376
-0.0002,-0.0050411
-0.0001,-0.0051246
0,-0.0052109
0.0001,-0.0052167
0.0002,-0.0054699
0.0003,-0.0055217
0.0004,-0.0056166
0.0005,-0.005677
0.0006,-0.0059187
0.0007,-0.0060396
0.0008,-0.0060914
0.0009,-0.006172
0.001,-0.006287
0.0011,-0.006405
0.0012,-0.0064511
0.0013,-0.0065201
0.0014,-0.0066812
0.0015,-0.0068194
0.0016,-0.0069517
0.0017,-0.0070726
0.0018,-0.0071215
0.0019,-0.0072366
0.002,-0.0074437
0.0021,-0.0075445
0.0022,-0.0076452
0.0023,-0.007766
0.0024,-0.0077775
0.0025,-0.0079214
0.0026,-0.008025
0.0027,-0.0081171
0.0028,-0.0082465
0.0029,-0.0083472
0.003,-0.008494
0.0031,-0.0085285
0.0032,-0.0086638
0.0033,-0.0087184
0.0034,-0.0089285
0.0035,-0.0090522
0.0036,-0.0091011
0.0037,-0.0092363
0.0038,-0.0093083
0.0039,-0.0093888
0.004,-0.0095356
0.0041,-0.0096507
0.0042,-0.0097226
0.0043,-0.0097485
0.0044,-0.0098838
0.0045,-0.010007
0.0046,-0.010114
0.0047,-0.0102
0.0048,-0.010327
0.0049,-0.010405
0.005,-0.010577
0.0051,-0.010687
0.0052,-0.010727
0.0053,-0.010825
0.0054,-0.01083
0.0055,-0.01092
0.0056,-0.010966
0.0057,-0.011184
0.0058,-0.011297
0.0059,-0.011276
0.006,-0.011391
0.0061,-0.011472
0.0062,-0.011581
0.0063,-0.011728
0.0064,-0.011791
0.0065,-0.011829
0.0066,-0.011892
0.0067,-0.011987
0.0068,-0.012076
0.0069,-0.012048
0.007,-0.012119
0.0071,-0.012309
0.0072,-0.012367
0.0073,-0.012407
0.0074,-0.012496
0.0075,-0.012502
0.0076,-0.012609
0.0077,-0.01262
0.0078,-0.012715
0.0079,-0.012764
0.008,-0.01279
0.0081,-0.012839
0.0082,-0.012914
0.0083,-0.013032
0.0084,-0.013049
0.0085,-0.013173
0.0086,-0.013221
0.0087,-0.013184
0.0088,-0.013201
0.0089,-0.01323
0.009,-0.013219
0.0091,-0.013221
0.0092,-0.013299
0.0093,-0.01327
0.0094,-0.013308
0.0095,-0.013411
0.0096,-0.013296
0.0097,-0.013342
0.0098,-0.013388
0.0099,-0.013357
0.01,-0.013409
0.0101,-0.013429
0.0102,-0.013434
0.0103,-0.013426
0.0104,-0.013486
0.0105,-0.013501
0.0106,-0.013564
0.0107,-0.013624
0.0108,-0.01367
0.0109,-0.013688
0.011,-0.013722
0.0111,-0.013716
0.0112,-0.01376
0.0113,-0.01376
0.0114,-0.013806
0.0115,-0.013748
0.0116,-0.01378
0.0117,-0.013794
0.0118,-0.013754
0.0119,-0.01386
0.012,-0.013846
0.0121,-0.01376
0.0122,-0.013757
0.0123,-0.013748
0.0124,-0.013691
0.0125,-0.013734
0.0126,-0.013702
0.0127,-0.01376
0.0128,-0.013696
0.0129,-0.013711
0.013,-0.013832
0.0131,-0.013791
0.0132,-0.013817
0.0133,-0.013889
0.0134,-0.013855
0.0135,-0.013901
0.0136,-0.013806
0.0137,-0.013817
0.0138,-0.013814
0.0139,-0.013855
0.014,-0.013829
0.0141,-0.013878
0.0142,-0.013926
0.0143,-0.01388
0.0144,-0.01386
0.0145,-0.013878
0.0146,-0.013869
0.0147,-0.013866
0.0148,-0.013912
0.0149,-0.013883
0.015,-0.013866
0.0151,-0.013823
0.0152,-0.013906
0.0153,-0.013878
0.0154,-0.013941
0.0155,-0.013909
0.0156,-0.013941
0.0157,-0.013967
0.0158,-0.014004
0.0159,-0.013972
0.016,-0.013935
0.0161,-0.01397
0.0162,-0.013964
0.0163,-0.013993
0.0164,-0.01409
0.0165,-0.014111
0.0166,-0.014082
0.0167,-0.014088
0.0168,-0.014122
0.0169,-0.014148
0.017,-0.014076
0.0171,-0.014062
0.0172,-0.014148
0.0173,-0.014108
0.0174,-0.014088
0.0175,-0.014174
0.0176,-0.014154
0.0177,-0.014105
0.0178,-0.014131
0.0179,-0.014113
0.018,-0.014119
0.0181,-0.014171
0.0182,-0.014188
0.0183,-0.014217
0.0184,-0.014206
0.0185,-0.014214
0.0186,-0.014214
0.0187,-0.014171
0.0188,-0.014024
0.0189,-0.014021
0.019,-0.013972
0.0191,-0.014013
0.0192,-0.013981
0.0193,-0.014056
0.0194,-0.01401
0.0195,-0.014004
0.0196,-0.01401
0.0197,-0.013984
0.0198,-0.013944
0.0199,-0.01403
0.02,-0.014042
0.0201,-0.01397
0.0202,-0.013964
0.0203,-0.014102
0.0204,-0.014119
0.0205,-0.01407
0.0206,-0.014093
0.0207,-0.01407
0.0208,-0.014065
0.0209,-0.014065
0.021,-0.014056
0.0211,-0.01405
0.0212,-0.014007
0.0213,-0.01399
0.0214,-0.014059
0.0215,-0.014108
0.0216,-0.014056
0.0217,-0.014085
0.0218,-0.014154
0.0219,-0.014154
0.022,-0.014177
0.0221,-0.014223
0.0222,-0.014214
0.0223,-0.014303
0.0224,-0.014286
0.0225,-0.014243
0.0226,-0.014329
0.0227,-0.014361
0.0228,-0.014312
0.0229,-0.014286
0.023,-0.014404
0.0231,-0.014378
0.0232,-0.014416
0.0233,-0.014442
0.0234,-0.014364
0.0235,-0.014444
0.0236,-0.014459
0.0237,-0.014436
0.0238,-0.014387
0.0239,-0.014433
0.024,-0.014508
0.0241,-0.014459
0.0242,-0.014456
0.0243,-0.014499
0.0244,-0.014542
0.0245,-0.014534
0.0246,-0.014551
0.0247,-0.014525
0.0248,-0.014539
0.0249,-0.014545
0.025,-0.014588
0.0251,-0.0146
0.0252,-0.014574
0.0253,-0.014534
0.0254,-0.014545
0.0255,-0.014577
0.0256,-0.014554
0.0257,-0.014585
0.0258,-0.01466
0.0259,-0.014663
0.026,-0.014669
0.0261,-0.014715
0.0262,-0.014689
0.0263,-0.014637
0.0264,-0.014652
0.0265,-0.014767
0.0266,-0.014758
0.0267,-0.014764
0.0268,-0.014781
0.0269,-0.014816
0.027,-0.014856
0.0271,-0.014847
0.0272,-0.014859
0.0273,-0.014856
0.0274,-0.014862
0.0275,-0.014934
0.0276,-0.014954
0.0277,-0.014948
0.0278,-0.014959
0.0279,-0.014991
0.028,-0.015008
0.0281,-0.014991
0.0282,-0.014957
0.0283,-0.014919
0.0284,-0.014867
0.0285,-0.014934
0.0286,-0.014939
0.0287,-0.014925
0.0288,-0.014977
0.0289,-0.014997
0.029,-0.01498
0.0291,-0.015005
0.0292,-0.015054
0.0293,-0.015052
0.0294,-0.015011
0.0295,-0.015054
0.0296,-0.015092
0.0297,-0.015092
0.0298,-0.015103
0.0299,-0.015089
0.03,-0.015123
0.0301,-0.015123
0.0302,-0.015144
0.0303,-0.015233
0.0304,-0.015175
0.0305,-0.0151
0.0306,-0.015103
0.0307,-0.015158
0.0308,-0.015213
0.0309,-0.015187
0.031,-0.015195
0.0311,-0.015285
0.0312,-0.015282
0.0313,-0.015305
0.0314,-0.015279
0.0315,-0.015279
0.0316,-0.015253
0.0317,-0.015296
0.0318,-0.015293
0.0319,-0.015374
0.032,-0.015403
0.0321,-0.015385
0.0322,-0.015377
0.0323,-0.015397
0.0324,-0.015371
0.0325,-0.015382
0.0326,-0.015417
0.0327,-0.015394
0.0328,-0.015431
0.0329,-0.01546
0.033,-0.015483
0.0331,-0.015489
0.0332,-0.015495
0.0333,-0.015535
0.0334,-0.015434
0.0335,-0.015512
0.0336,-0.015477
0.0337,-0.015526
0.0338,-0.01548
0.0339,-0.015492
0.034,-0.015503
0.0341,-0.015587
0.0342,-0.015552
0.0343,-0.015567
0.0344,-0.015541
0.0345,-0.015572
0.0346,-0.015592
0.0347,-0.015601
0.0348,-0.015584
0.0349,-0.015578
0.035,-0.015558
0.0351,-0.015532
0.0352,-0.015544
0.0353,-0.015578
0.0354,-0.015581
0.0355,-0.015607
0.0356,-0.015572
0.0357,-0.015581
0.0358,-0.015503
0.0359,-0.015529
0.036,-0.015541
0.0361,-0.015538
0.0362,-0.015492
0.0363,-0.01546
0.0364,-0.01548
0.0365,-0.01546
0.0366,-0.015532
0.0367,-0.015569
0.0368,-0.015587
0.0369,-0.015552
0.037,-0.015532
0.0371,-0.015581
0.0372,-0.015567
0.0373,-0.01561
0.0374,-0.015598
0.0375,-0.015662
0.0376,-0.015667
0.0377,-0.015636
0.0378,-0.015618
0.0379,-0.015627
0.038,-0.015638
0.0381,-0.015667
0.0382,-0.015685
0.0383,-0.015702
0.0384,-0.01571
0.0385,-0.015613
0.0386,-0.015587
0.0387,-0.015624
0.0388,-0.015572
0.0389,-0.015595
0.039,-0.015621
0.0391,-0.015647
0.0392,-0.015667
0.0393,-0.015647
0.0394,-0.015725
0.0395,-0.015777
0.0396,-0.015702
0.0397,-0.015705
0.0398,-0.015653
0.0399,-0.015644
0.04,-0.01565
