Z (um),Deflection (um)
0.0316,-0.013662
0.03175,-0.013685
0.0319,-0.013745
0.03205,-0.0138
0.0322,-0.013806
0.03235,-0.013785
0.0325,-0.013837
0.03265,-0.013823
0.0328,-0.013849
0.03295,-0.01388
0.0331,-0.013926
0.03325,-0.013932
0.0334,-0.013967
0.03355,-0.014053
0.0337,-0.014027
0.03385,-0.014067
0.034,-0.014111
0.03415,-0.014148
0.0343,-0.014206
0.03445,-0.014211
0.0346,-0.014234
0.03475,-0.014254
0.0349,-0.01428
0.03505,-0.014321
0.0352,-0.014352
0.03535,-0.014355
0.0355,-0.01439
0.03565,-0.014427
0.0358,-0.014436
0.03595,-0.014453
0.0361,-0.014482
0.03625,-0.014499
0.0364,-0.014525
0.03655,-0.014539
0.0367,-0.014571
0.03685,-0.014585
0.037,-0.014606
0.03715,-0.014626
0.0373,-0.014652
0.03745,-0.014721
0.0376,-0.014749
0.03775,-0.014778
0.0379,-0.014775
0.03805,-0.014813
0.0382,-0.014847
0.03835,-0.014876
0.0385,-0.014905
0.03865,-0.014939
0.0388,-0.014919
0.03895,-0.014942
0.0391,-0.014971
0.03925,-0.014968
0.0394,-0.014974
0.03955,-0.014985
0.0397,-0.015034
0.03985,-0.015069
0.04,-0.01508
0.04015,-0.015083
0.0403,-0.015066
0.04045,-0.015118
0.0406,-0.015164
0.04075,-0.015181
0.0409,-0.015224
0.04105,-0.015218
0.0412,-0.015299
0.04135,-0.01529
0.0415,-0.015322
0.04165,-0.015305
0.0418,-0.015299
0.04195,-0.015328
0.0421,-0.015368
0.04225,-0.015368
0.0424,-0.015423
0.04255,-0.015377
0.0427,-0.015414
0.04285,-0.015428
0.043,-0.015434
0.04315,-0.015463
0.0433,-0.015497
0.04345,-0.015483
0.0436,-0.015541
0.04375,-0.015592
0.0439,-0.015549
0.04405,-0.015581
0.0442,-0.015561
0.04435,-0.015561
0.0445,-0.015541
0.04465,-0.015567
0.0448,-0.015564
0.04495,-0.01561
0.0451,-0.015615
0.04525,-0.015598
0.0454,-0.015641
0.04555,-0.01567
0.0457,-0.01565
0.04585,-0.015693
0.046,-0.015679
0.04615,-0.015696
0.0463,-0.015673
0.04645,-0.015708
0.0466,-0.015702
0.04675,-0.015748
0.0469,-0.015745
0.04705,-0.015742
0.0472,-0.015739
0.04735,-0.015791
0.0475,-0.015742
0.04765,-0.015777
0.0478,-0.015779
0.04795,-0.015768
0.0481,-0.015774
0.04825,-0.015739
0.0484,-0.015754
0.04855,-0.015765
0.0487,-0.015751
0.04885,-0.015768
0.049,-0.015745
0.04915,-0.015742
0.0493,-0.015756
0.04945,-0.015759
0.0496,-0.015722
0.04975,-0.015716
0.0499,-0.015687
0.05005,-0.015673
0.0502,-0.01567
0.05035,-0.015687
0.0505,-0.015673
0.05065,-0.015687
0.0508,-0.015653
0.05095,-0.015633
0.0511,-0.015638
0.05125,-0.015587
0.0514,-0.015572
0.05155,-0.015578
0.0517,-0.015592
0.05185,-0.015567
0.052,-0.015529
0.05215,-0.015523
0.0523,-0.015523
0.05245,-0.015509
0.0526,-0.0155
0.05275,-0.015451
0.0529,-0.015423
0.05305,-0.015426
0.0532,-0.015434
0.05335,-0.015394
0.0535,-0.015331
0.05365,-0.015293
0.0538,-0.015322
0.05395,-0.015302
0.0541,-0.015276
0.05425,-0.015233
0.0544,-0.015239
0.05455,-0.01519
0.0547,-0.015161
0.05485,-0.015141
0.055,-0.015098
0.05515,-0.015069
0.0553,-0.015026
0.05545,-0.015023
0.0556,-0.014962
0.05575,-0.014934
0.0559,-0.014942
0.05605,-0.014879
0.0562,-0.014887
0.05635,-0.014847
0.0565,-0.014818
0.05665,-0.014827
0.0568,-0.0147
0.05695,-0.014686
0.0571,-0.014689
0.05725,-0.014666
0.0574,-0.014646
0.05755,-0.014559
0.0577,-0.014531
0.05785,-0.014513
0.058,-0.014479
0.05815,-0.014427
0.0583,-0.014393
0.05845,-0.014347
0.0586,-0.014315
0.05875,-0.014272
0.0589,-0.014203
0.05905,-0.014188
0.0592,-0.014211
0.05935,-0.014171
0.0595,-0.014102
0.05965,-0.014085
0.0598,-0.014027
0.05995,-0.014016
0.0601,-0.013998
0.06025,-0.013984
0.0604,-0.013947
0.06055,-0.013886
0.0607,-0.013869
0.06085,-0.013814
0.061,-0.01382
0.06115,-0.0138
0.0613,-0.013762
0.06145,-0.013742
0.0616,-0.013722
0.06175,-0.013699
0.0619,-0.013676
0.06205,-0.013616
0.0622,-0.013535
0.06235,-0.013509
0.0625,-0.013509
0.06265,-0.013512
0.0628,-0.013478
0.06295,-0.01344
0.0631,-0.013411
0.06325,-0.013348
0.0634,-0.013354
0.06355,-0.013302
0.0637,-0.013273
0.06385,-0.013262
0.064,-0.013201
0.06415,-0.013187
0.0643,-0.013147
0.06445,-0.013106
0.0646,-0.013046
0.06475,-0.012971
0.0649,-0.012729
0.06505,-0.01237
0.0652,-0.012399
0.06535,-0.012404
0.0655,-0.01243
0.06565,-0.012407
0.0658,-0.012396
0.06595,-0.01241
0.0661,-0.012427
0.06625,-0.012401
0.0664,-0.012387
0.06655,-0.012378
0.0667,-0.012419
0.06685,-0.012416
0.067,-0.012381
0.06715,-0.012404
0.0673,-0.012387
0.06745,-0.012399
0.0676,-0.012387
0.06775,-0.012358
0.0679,-0.012378
0.06805,-0.012373
0.0682,-0.01237
0.06835,-0.012353
0.0685,-0.012378
0.06865,-0.01237
0.0688,-0.012364
0.06895,-0.012358
0.0691,-0.012347
0.06925,-0.012341
0.0694,-0.012321
0.06955,-0.01233
0.0697,-0.012332
0.06985,-0.012306
0.07,-0.012341
0.07015,-0.012341
0.0703,-0.01237
0.07045,-0.012347
0.0706,-0.012358
0.07075,-0.012341
0.0709,-0.012358
0.07105,-0.012361
0.0712,-0.01237
0.07135,-0.01239
0.0715,-0.012381
0.07165,-0.012387
0.0718,-0.012367
0.07195,-0.01239
0.0721,-0.012364
0.07225,-0.012353
0.0724,-0.012373
0.07255,-0.012396
0.0727,-0.012355
0.07285,-0.012358
0.073,-0.012364
0.07315,-0.012378
0.0733,-0.012361
0.07345,-0.012387
0.0736,-0.012344
0.07375,-0.012381
0.0739,-0.01237
0.07405,-0.012364
0.0742,-0.012367
0.07435,-0.012378
0.0745,-0.012384
0.07465,-0.01237
0.0748,-0.012344
0.07495,-0.012387
0.0751,-0.012384
0.07525,-0.012396
0.0754,-0.012361
0.07555,-0.012347
0.0757,-0.012344
0.07585,-0.012364
0.076,-0.012399
0.07615,-0.012353
0.0763,-0.012384
0.07645,-0.012347
0.0766,-0.012367
0.07675,-0.012338
0.0769,-0.012338
0.07705,-0.012358
0.0772,-0.012376
0.07735,-0.012367
0.0775,-0.012315
0.07765,-0.012304
0.0778,-0.012321
0.07795,-0.012353
0.0781,-0.012361
0.07825,-0.012338
0.0784,-0.012338
0.07855,-0.012341
0.0787,-0.012312
0.07885,-0.012312
0.079,-0.012321
0.07915,-0.012335
0.0793,-0.012312
0.07945,-0.01233
0.0796,-0.012318
0.07975,-0.012315
0.0799,-0.01235
0.08005,-0.012335
0.0802,-0.012338
0.08035,-0.012347
0.0805,-0.012324
0.08065,-0.012327
0.0808,-0.012318
0.08095,-0.012292
0.0811,-0.012292
0.08125,-0.012361
0.0814,-0.012347
0.08155,-0.012341
0.0817,-0.01233
0.08185,-0.012324
0.082,-0.012289
0.08215,-0.012309
0.0823,-0.012304
0.08245,-0.012318
0.0826,-0.012289
0.08275,-0.012289
0.0829,-0.012306
0.08305,-0.012289
0.0832,-0.012286
0.08335,-0.012292
0.0835,-0.012332
0.08365,-0.012335
0.0838,-0.012332
0.08395,-0.012315
0.0841,-0.012309
0.08425,-0.012324
0.0844,-0.012292
0.08455,-0.012315
0.0847,-0.012335
0.08485,-0.012332
0.085,-0.012301
0.08515,-0.012318
0.0853,-0.012304
0.08545,-0.012301
0.0856,-0.012321
0.08575,-0.012301
0.0859,-0.012283
0.08605,-0.012327
0.0862,-0.012295
0.08635,-0.012292
0.0865,-0.012309
0.08665,-0.012298
0.0868,-0.012289
0.08695,-0.012304
0.0871,-0.012281
0.08725,-0.012304
0.0874,-0.012286
0.08755,-0.012301
0.0877,-0.012304
0.08785,-0.012304
0.088,-0.012324
0.08815,-0.012327
0.0883,-0.012306
0.08845,-0.012295
0.0886,-0.012272
0.08875,-0.012278
0.0889,-0.01224
0.08905,-0.01226
0.0892,-0.012263
0.08935,-0.012263
0.0895,-0.012243
0.08965,-0.01222
0.0898,-0.012269
0.08995,-0.012266
0.0901,-0.012249
0.09025,-0.012246
0.0904,-0.01226
0.09055,-0.012304
0.0907,-0.012315
0.09085,-0.012306
0.091,-0.012295
0.09115,-0.012292
0.0913,-0.012278
0.09145,-0.012275
0.0916,-0.012272
0.09175,-0.012255
0.0919,-0.012258
0.09205,-0.012263
0.0922,-0.012263
0.09235,-0.01226
0.0925,-0.012266
0.09265,-0.012272
0.0928,-0.012295
0.09295,-0.012292
0.0931,-0.012295
0.09325,-0.012292
0.0934,-0.012298
0.09355,-0.012295
0.0937,-0.012298
0.09385,-0.012281
0.094,-0.012309
0.09415,-0.012295
0.0943,-0.012281
0.09445,-0.012304
0.0946,-0.012286
0.09475,-0.012309
0.0949,-0.012315
0.09505,-0.012318
0.0952,-0.012306
0.09535,-0.012292
0.0955,-0.012269
0.09565,-0.012266
0.0958,-0.012269
0.09595,-0.012266
0.0961,-0.012281
0.09625,-0.012278
0.0964,-0.012309
0.09655,-0.012258
0.0967,-0.012298
0.09685,-0.012292
0.097,-0.012278
0.09715,-0.012301
0.0973,-0.012318
0.09745,-0.012263
0.0976,-0.012249
0.09775,-0.012281
0.0979,-0.012258
0.09805,-0.01226
0.0982,-0.012266
0.09835,-0.012252
0.0985,-0.012252
0.09865,-0.012243
0.0988,-0.012278
0.09895,-0.012272
0.0991,-0.012286
0.09925,-0.012269
0.0994,-0.012258
0.09955,-0.012278
0.0997,-0.012286
0.09985,-0.012255
0.1,-0.012266
0.10015,-0.012289
0.1003,-0.012281
0.10045,-0.012272
0.1006,-0.012255
0.10075,-0.012281
0.1009,-0.012252
0.10105,-0.012263
0.1012,-0.012266
0.10135,-0.012255
0.1015,-0.012255
0.10165,-0.012283
0.1018,-0.012263
0.10195,-0.012246
0.1021,-0.012226
0.10225,-0.012258
0.1024,-0.012283
0.10255,-0.012269
0.1027,-0.012272
0.10285,-0.012286
0.103,-0.012281
0.10315,-0.012292
0.1033,-0.012304
0.10345,-0.012292
0.1036,-0.012263
0.10375,-0.01226
0.1039,-0.012292
0.10405,-0.012278
0.1042,-0.012292
0.10435,-0.012243
0.1045,-0.012255
0.10465,-0.012235
0.1048,-0.012252
0.10495,-0.012252
0.1051,-0.01226
0.10525,-0.012252
0.1054,-0.012286
0.10555,-0.012252
0.1057,-0.01224
0.10585,-0.012252
0.106,-0.012283
0.10615,-0.012269
0.1063,-0.012275
0.10645,-0.012258
0.1066,-0.012263
0.10675,-0.012237
0.1069,-0.012235
0.10705,-0.012235
0.1072,-0.012194
0.10735,-0.012194
0.1075,-0.012194
0.10765,-0.01222
0.1078,-0.012203
0.10795,-0.012226
0.1081,-0.012281
0.10825,-0.012243
0.1084,-0.012223
0.10855,-0.012223
0.1087,-0.012206
0.10885,-0.012171
0.109,-0.012203
0.10915,-0.012209
0.1093,-0.012206
0.10945,-0.012206
0.1096,-0.012217
0.10975,-0.012206
0.1099,-0.012177
0.11005,-0.012171
0.1102,-0.01218
0.11035,-0.012194
0.1105,-0.012189
0.11065,-0.012232
0.1108,-0.012223
0.11095,-0.012237
0.1111,-0.01226
0.11125,-0.012237
0.1114,-0.012249
0.11155,-0.012243
0.1117,-0.012249
0.11185,-0.012226
0.112,-0.01222
0.11215,-0.012226
0.1123,-0.012232
0.11245,-0.012212
0.1126,-0.012217
0.11275,-0.012212
0.1129,-0.012243
0.11305,-0.012252
0.1132,-0.012235
0.11335,-0.012255
0.1135,-0.012249
0.11365,-0.012237
0.1138,-0.012206
0.11395,-0.012209
0.1141,-0.012209
0.11425,-0.012217
0.1144,-0.012191
0.11455,-0.012214
0.1147,-0.012214
0.11485,-0.0122
0.115,-0.0122
0.11515,-0.012217
0.1153,-0.01224
0.11545,-0.012177
0.1156,-0.012223
0.11575,-0.012206
0.1159,-0.012209
0.11605,-0.012206
0.1162,-0.012217
0.11635,-0.012232
0.1165,-0.012214
0.11665,-0.012237
0.1168,-0.012237
0.11695,-0.012217
0.1171,-0.012232
0.11725,-0.012206
0.1174,-0.012223
0.11755,-0.012214
0.1177,-0.012235
0.11785,-0.012197
0.118,-0.012203
0.11815,-0.012209
0.1183,-0.012189
0.11845,-0.012191
0.1186,-0.01222
0.11875,-0.012223
0.1189,-0.012214
0.11905,-0.012223
0.1192,-0.012217
0.11935,-0.012183
0.1195,-0.0122
0.11965,-0.012275
0.1198,-0.012243
0.11995,-0.01224
0.1201,-0.012269
0.12025,-0.01226
0.1204,-0.012212
0.12055,-0.012212
0.1207,-0.0122
0.12085,-0.012171
0.121,-0.012168
0.12115,-0.01216
0.1213,-0.012186
0.12145,-0.012177
0.1216,-0.012197
0.12175,-0.012191
0.1219,-0.012166
0.12205,-0.012186
0.1222,-0.012249
0.12235,-0.012237
0.1225,-0.012212
0.12265,-0.012197
0.1228,-0.0122
0.12295,-0.0122
0.1231,-0.012206
0.12325,-0.012255
0.1234,-0.012232
0.12355,-0.01224
0.1237,-0.012272
0.12385,-0.012243
0.124,-0.01222
0.12415,-0.012217
0.1243,-0.012258
0.12445,-0.012214
0.1246,-0.012212
0.12475,-0.012206
0.1249,-0.012183
0.12505,-0.012171
0.1252,-0.012168
0.12535,-0.012186
0.1255,-0.012177
0.12565,-0.012183
0.1258,-0.012209
0.12595,-0.012191
0.1261,-0.012197
0.12625,-0.012214
0.1264,-0.012168
0.12655,-0.01218
0.1267,-0.012206
0.12685,-0.01218
0.127,-0.012214
0.12715,-0.012223
0.1273,-0.012223
0.12745,-0.012237
0.1276,-0.012252
0.12775,-0.012237
0.1279,-0.012209
0.12805,-0.012209
0.1282,-0.012206
0.12835,-0.0122
0.1285,-0.012214
0.12865,-0.012226
0.1288,-0.012226
0.12895,-0.012209
0.1291,-0.012212
0.12925,-0.012237
0.1294,-0.012243
0.12955,-0.012203
0.1297,-0.012197
0.12985,-0.012203
0.13,-0.012197
0.13015,-0.012217
0.1303,-0.01218
0.13045,-0.0122
0.1306,-0.012194
0.13075,-0.012194
0.1309,-0.012217
0.13105,-0.012177
0.1312,-0.01218
0.13135,-0.012197
0.1315,-0.0122
0.13165,-0.012203
0.1318,-0.012212
0.13195,-0.012186
0.1321,-0.012214
0.13225,-0.012203
0.1324,-0.012209
0.13255,-0.012217
0.1327,-0.01222
0.13285,-0.012209
0.133,-0.01222
0.13315,-0.01222
0.1333,-0.012183
0.13345,-0.012163
0.1336,-0.01216
0.13375,-0.012194
0.1339,-0.012194
0.13405,-0.012217
0.1342,-0.012214
0.13435,-0.012235
0.1345,-0.012197
0.13465,-0.012183
0.1348,-0.012177
0.13495,-0.012168
0.1351,-0.01216
0.13525,-0.012157
0.1354,-0.01214
0.13555,-0.012154
0.1357,-0.012131
0.13585,-0.012145
0.136,-0.012142
0.13615,-0.012134
0.1363,-0.012148
0.13645,-0.012148
0.1366,-0.012117
0.13675,-0.012151
0.1369,-0.012148
0.13705,-0.012142
0.1372,-0.012183
0.13735,-0.012174
0.1375,-0.012206
0.13765,-0.012189
0.1378,-0.012177
0.13795,-0.012183
0.1381,-0.012183
0.13825,-0.012168
0.1384,-0.012171
0.13855,-0.01216
0.1387,-0.012137
0.13885,-0.012145
0.139,-0.012128
0.13915,-0.012163
0.1393,-0.012171
0.13945,-0.012142
0.1396,-0.012209
0.13975,-0.012183
0.1399,-0.012145
0.14005,-0.012137
0.1402,-0.0122
0.14035,-0.012171
0.1405,-0.012157
0.14065,-0.012197
0.1408,-0.012189
0.14095,-0.012194
0.1411,-0.01224
0.14125,-0.01222
0.1414,-0.0122
0.14155,-0.0122
0.1417,-0.012189
0.14185,-0.0122
0.142,-0.012171
0.14215,-0.012154
0.1423,-0.012166
0.14245,-0.012166
0.1426,-0.012151
0.14275,-0.012148
0.1429,-0.012197
0.14305,-0.012223
0.1432,-0.012174
0.14335,-0.012183
0.1435,-0.012142
0.14365,-0.012168
0.1438,-0.012168
0.14395,-0.012191
0.1441,-0.012163
0.14425,-0.012157
0.1444,-0.012119
0.14455,-0.012142
0.1447,-0.012148
0.14485,-0.012163
0.145,-0.012166
