529.146,1432.52,1503.76,1580.27,1667.71,1788.62,1817.15,1907.81,2008.63,2097.22,2130.2,575.235,2163.04,2314.59,2373.35,2426.4,2468.59,2484.35,2515.79,2624.83,2722.2,2788.13,692.689,2928.25,3133.74,3148.21,1354.68,744.404,859.69,954.641,1073.47,1202.97,1294.31
38.64,41.35,3.34265,1000.91,1326.32,1099.96,968.069,0,716.796,129.301,377.035,306.738,0,386.324,473.554,628.831,0,299.048,82.8242,68.0829,0,907.963,0,971.352,1022.28,3128.84,0,0,1194.53,589.237,727.09,587.035,694.553,2746.37,2410.39
38.64,42.35,0,1088.25,1388.91,628.611,799.418,0,598.36,210.649,328.235,266.775,0,785.905,386.963,460.855,0,334.905,881.085,356.697,104.867,679.486,0,763.093,1208.83,3020.09,36.724,0,1250.44,400.442,697.503,600.524,193.685,2214.1,1615.59
38.64,43.35,214.613,965.071,974.104,880.58,722.432,0,566.927,255.015,197.108,115.399,19.3669,643.771,280.636,502.742,0,205.661,0,166.309,0,689.677,0,663.049,786.064,3457.6,0,0,1023.24,616.073,708.973,628.512,486.844,2128.3,1802.22
38.64,44.35,14.2606,757.419,644.208,643.149,607.498,0,421.422,334.536,284.325,174.551,0,104.549,388.582,518.031,0,176.152,0,264.588,0,550.356,0,590.291,637.785,3726.63,0,0,775.896,370.092,463.88,416.149,459.454,1607.76,1459.61
38.64,45.35,57.6264,406.316,1096.56,525.448,567.466,0,289.452,244.98,366.203,385.225,133.342,288.983,51.9497,488.275,0,0,22.9892,639.252,80.2929,425.6,0,441.716,630.557,3206,1.36305e-05,0,1199.22,40.2975,326.944,234.77,173.919,1436.09,1096.28
38.64,46.35,0,673.636,360.439,556.109,505.4,0,406.857,114.027,262.499,161.766,79.9863,299.585,340.762,387.007,0,129.742,0,89.2365,0,467.781,0,526.196,566.848,4540.65,0,0,549.509,511.109,441.969,332.677,10.2463,1047.29,1229.26
38.64,47.35,3.15339e-07,767.356,512.345,706.782,644.544,0,298.815,276.958,141.088,110.296,313.769,230.283,0,240.151,0,201.917,0,141.542,227.076,406.441,0,243.91,563.465,3955.48,0,0,933.273,272.209,514.113,314.607,102.064,1073.09,957.492
38.64,48.35,125.598,695.436,472.312,571.771,597.353,0,345.412,54.3161,121.265,196.738,0,287.504,194.946,339.528,0,70.7967,58.8208,261.539,0,437.164,0,557.827,455.209,4737.79,0,0,519.25,377.288,346.248,287.662,207.635,1020.72,1208.68
38.64,49.35,0,877.326,584.402,633.098,695.367,119.289,243.401,179.271,94.5966,209.028,0,169.78,2.12353e-05,256.244,0,0,336.603,0,0,332.463,6.34324,235.519,682.874,4372.74,0,0,515.973,193.653,361.846,357.195,61.3214,1029.63,1173.27
38.64,50.35,0,617.57,290.36,543.395,651.735,0,367.053,203.747,153.687,143.012,0.000884808,197.773,299.845,326.121,0,119.958,107.667,130.738,0,382.36,0,121.236,378.915,4449.46,0,0,363.968,16.8336,361.307,15.4825,95.5762,729.628,892.398
38.64,51.35,0,657.109,202.054,656.445,589.521,2.58369,2.17628,155.196,227.663,103.657,85.8934,208.701,268.752,278.226,0,199.704,11.3354,0,0.00461103,408.29,0,92.5178,622.761,4237.61,0,0,420.487,15.6053,372.263,289.826,263.769,796.231,901.797
38.64,52.35,99.5971,642.272,584.33,653.286,559.313,0,244.898,214.517,435.633,139.165,0.000414452,9.67089e-05,415.795,359.259,0,0.00196159,249.924,0,77.1149,397.741,0,421.669,483.303,3242.32,111.144,0,947.349,28.1075,151.255,192.579,134.856,866.033,931.42
38.64,53.35,118.898,465.906,554.072,105.88,509.888,34.6427,292.259,124.65,372.152,97.4678,0,240.439,492.218,367.978,0,40.7505,111.264,4.17122e-05,79.0644,258.713,0,317.59,406.982,3192.49,47.2946,0,418.657,164.798,290.637,168.419,185.118,775.508,878.809
38.64,54.35,43.6122,764.238,434.585,510.919,614.584,0,265.427,194.006,268.853,0.00406925,213.372,224.439,53.1844,205.385,0,160.404,47.8412,2.02655e-05,6.22642e-06,323.867,30.1667,200.312,336.528,2957.36,0,0,397.794,126.083,296.431,285.932,99.4856,815.434,939.033
38.64,55.35,27.9606,687.617,371.282,454.421,476.71,0,189.901,50.9119,1.20491,0.000807987,67.0044,98.8915,204.416,359.287,54.6492,247.677,181.821,0,199.385,422.814,0,307.297,244.924,3112.23,26.5463,0,607.845,209.099,268.65,205.717,303.845,1011.1,858.143
38.64,56.35,49.6825,471.806,476.001,173.786,502.596,0,262.327,96.5795,134.187,176.834,0,0,107.499,181.812,0,22.4549,0,132.926,0,244.771,54.6068,187.966,302.098,2659.14,0,0,617.345,0,330.093,170.597,147.3,800.816,527.643
38.64,57.35,1.55998e-06,224.372,532.664,309.247,503.986,0,250.165,156.549,312.062,244.785,0.00076739,242.191,308.997,286.225,159.177,0,0,328.152,0.00834613,253.486,0,226.056,510.168,3023.98,0,0,654.839,262.526,315.991,243.689,5.67303e-06,843.138,575.015
38.64,58.35,31.0209,676.929,589.276,548.697,543.305,0,299.719,157.676,7.47005e-05,4.64918,117.403,198.156,52.7092,159.472,0,1.28325,136.51,91.285,0.000174821,291.928,0,239.16,486.465,2882.35,0,0,835.318,119.14,237.251,334.222,150.823,904.644,683.246
38.64,59.35,28.4421,637.126,675.483,597.451,699.372,0,445.094,140.555,158.149,177.334,31.8479,207.402,216.73,160.454,0,153.009,0,0.0285816,10.8369,478.952,43.7806,433.4,522.094,4095.4,0,8.38271,1007.79,160.226,320.616,322.927,102.144,1063.79,688.539
38.64,60.35,3.89576,511.759,323.695,426.697,579.311,0,122.058,187.593,299.038,256.006,0,209.761,281.579,257.901,87.4884,2.06827,8.75214e-07,367.959,2.60704e-05,339.147,0,346.405,502.322,3903.85,26.4913,0,675.868,115.349,324.546,216.795,94.3515,805.255,818.782
38.64,61.35,1.34078e-06,791.449,107.236,330.694,629.764,0,293.86,249.28,338.023,256.075,0,215.142,321.233,216.636,0,63.0511,0,80.5044,0.00721112,300.472,0,262.249,460.261,3764.45,0,135.143,731.208,84.3671,374.649,180.905,217.104,831.257,440.486
