95			-3900.6
94.875			-3900.2
94.75			-3901.6
94.625			-3900.6
94.5			-3902.4
94.375			-3896.4
94.25			-3898
94.125			-3899.8
94			-3901
93.875			-3899.2
93.75			-3903
93.625			-3902.6
93.5			-3897
93.375			-3902.6
93.25			-3897.8
93.125			-3896.8
93			-3900.6
92.875			-3905.4
92.75			-3905.4
92.625			-3900.8
92.5			-3899.8
92.375			-3902.2
92.25			-3907.4
92.125			-3898.6
92			-3897
91.875			-3900.6
91.75			-3897.8
91.625			-3898
91.5			-3899.6
91.375			-3897.8
91.25			-3902
91.125			-3902.6
91			-3891.2
90.875			-3896.4
90.75			-3894
90.625			-3894.6
90.5			-3902
90.375			-3898.2
90.25			-3898.4
90.125			-3895.2
90			-3904.4
89.875			-3902
89.75			-3905.6
89.625			-3900.8
89.5			-3899
89.375			-3906.4
89.25			-3909.6
89.125			-3901.2
89			-3903.4
88.875			-3904.6
88.75			-3904
88.625			-3904.2
88.5			-3901.4
88.375			-3905.4
88.25			-3909.4
88.125			-3900.8
88			-3901.6
87.875			-3908
87.75			-3909.4
87.625			-3907.6
87.5			-3903.2
87.375			-3906.6
87.25			-3903.8
87.125			-3909.4
87			-3913.4
86.875			-3911.4
86.75			-3914
86.625			-3913.8
86.5			-3910.2
86.375			-3908.4
86.25			-3918
86.125			-3921
86			-3916.2
85.875			-3906
85.75			-3905.6
85.625			-3910
85.5			-3904
85.375			-3902.6
85.25			-3904.8
85.125			-3910.8
85			-3905.8
84.875			-3908.8
84.75			-3906.4
84.625			-3904.4
84.5			-3902.2
84.375			-3893.2
84.25			-3896.2
84.125			-3900.4
84			-3898.6
83.875			-3907.4
83.75			-3902.8
83.625			-3909.4
83.5			-3905.2
83.375			-3898.4
83.25			-3894.6
83.125			-3896.8
83			-3898.2
82.875			-3903.4
82.75			-3903
82.625			-3900.8
82.5			-3898.4
82.375			-3901.2
82.25			-3902.4
82.125			-3899.8
82			-3904.6
81.875			-3904.4
81.75			-3902
81.625			-3903.2
81.5			-3910
81.375			-3904.6
81.25			-3905.4
81.125			-3900.2
81			-3903.4
80.875			-3900.6
80.75			-3906
80.625			-3904
80.5			-3903.6
80.375			-3904.4
80.25			-3911.6
80.125			-3903.6
80			-3902.2
79.875			-3902.8
79.75			-3899.6
79.625			-3897.6
79.5			-3898.8
79.375			-3895.4
79.25			-3902.6
79.125			-3907.4
79			-3900.8
78.875			-3902.8
78.75			-3904.8
78.625			-3903
78.5			-3901.6
78.375			-3901.4
78.25			-3900
78.125			-3898.8
78			-3906.6
77.875			-3906.2
77.75			-3902.2
77.625			-3903
77.5			-3903.2
77.375			-3898
77.25			-3905.2
77.125			-3909
77			-3905.4
76.875			-3904.8
76.75			-3906.4
76.625			-3907
76.5			-3905.2
76.375			-3907.2
76.25			-3907.2
76.125			-3904.6
76			-3902
75.875			-3906.2
75.75			-3910.8
75.625			-3907.6
75.5			-3904.8
75.375			-3909.8
75.25			-3909.2
75.125			-3907.6
75			-3906
74.875			-3907.8
74.75			-3899.4
74.625			-3904
74.5			-3904.8
74.375			-3913.4
74.25			-3907
74.125			-3904.8
74			-3895.4
73.875			-3896.8
73.75			-3899.2
73.625			-3906.4
73.5			-3912.6
73.375			-3909.4
73.25			-3911.8
73.125			-3906.2
73			-3905.4
72.875			-3905.8
72.75			-3907.4
72.625			-3911
72.5			-3907.4
72.375			-3910.2
72.25			-3918
72.125			-3916.8
72			-3914.8
71.875			-3911.6
71.75			-3918.6
71.625			-3922
71.5			-3924.8
71.375			-3923.4
71.25			-3922.8
71.125			-3913.4
71			-3916.8
70.875			-3923
70.75			-3916.6
70.625			-3917.4
70.5			-3915.2
70.375			-3910.4
70.25			-3911
70.125			-3912.8
70			-3916.6
69.875			-3908
69.75			-3911
69.625			-3914.2
69.5			-3916.6
69.375			-3914.6
69.25			-3911
69.125			-3916
69			-3915.2
68.875			-3913
68.75			-3915.4
68.625			-3916
68.5			-3917.2
68.375			-3915.6
68.25			-3919.8
68.125			-3914
68			-3920.2
67.875			-3919.2
67.75			-3918.4
67.625			-3917.4
67.5			-3919.6
67.375			-3916.4
67.25			-3917.6
67.125			-3916
67			-3916
66.875			-3910
66.75			-3914.2
66.625			-3912.6
66.5			-3905.2
66.375			-3908.6
66.25			-3916.4
66.125			-3917
66			-3913.6
65.875			-3914
65.75			-3916
65.625			-3919.6
65.5			-3920
65.375			-3919.4
65.25			-3911
65.125			-3913.2
65			-3913
64.875			-3918.2
64.75			-3914.6
64.625			-3923.4
64.5			-3917.6
64.375			-3916.2
64.25			-3919.2
64.125			-3915.8
64			-3920.2
63.875			-3919
63.75			-3916.4
63.625			-3921
63.5			-3918.8
63.375			-3928.6
63.25			-3928.4
63.125			-3924.8
63			-3923.2
62.875			-3924.2
